#,Player,Team,GP,MPG,PPG,PPG_Grade,FGM,FGA,FG%,FG%_Grade,3PM,3PA,3P%,3P%_Grade,FTM,FTA,FT%,FT%_Grade,ORB,DRB,RPG,RPG_Grade,APG,APG_Grade,SPG,SPG_Grade,BPG,BPG_Grade,TOV,PF,OVR_Grade
2241,Tay Mosher,TAMUC,23,15.8,5.2,65,2.0,5.0,0.388,86,0.9,3.0,0.294,78,0.4,0.7,0.588,60,0.3,2.2,2.6,65,0.7,61,0.6,72,0.2,63,1.3,1.4,69
2242,Keith Lamar,SFA,20,17.3,5.2,65,2.0,5.8,0.348,82,0.8,3.1,0.246,73,0.5,1.3,0.346,60,0.5,1.7,2.2,64,1.0,62,0.3,66,0.3,65,0.8,1.4,68
2243,P.J. Edwards,GRAMB,20,17.5,5.2,65,1.9,5.1,0.363,84,0.9,2.7,0.321,81,0.7,1.1,0.591,60,0.7,1.4,2.1,64,0.5,61,0.4,69,0.2,63,0.9,1.3,69
2244,Rueben Chinyelu,FLA,21,19.6,5.2,65,2.3,4.0,0.578,97,0.0,0.0,0.0,60,0.6,1.1,0.542,60,2.4,4.6,7.0,76,0.9,61,0.6,72,1.0,80,1.0,2.5,72
2245,Osiris Grady,UVU,21,17.7,5.2,65,2.2,5.0,0.452,91,0.2,0.9,0.211,70,0.5,1.0,0.524,60,0.8,2.0,2.8,66,1.0,62,0.1,62,0.4,67,1.0,1.4,68
2246,Tunde Fasasi,LASAL,22,18.5,5.2,65,1.9,4.4,0.427,89,0.8,2.5,0.309,79,0.7,0.9,0.75,74,0.8,1.7,2.5,65,0.7,61,0.5,70,0.4,67,0.5,1.6,72
2247,Cameron Sparrow,COPST,22,20.6,5.2,65,1.5,4.3,0.358,83,0.5,1.9,0.262,75,1.6,2.4,0.66,65,1.2,1.5,2.8,66,1.2,62,1.2,83,0.1,62,1.1,2.6,71
2248,Danilo Dozic,PEPP,17,19.4,5.2,65,1.8,4.8,0.37,85,0.8,2.5,0.333,82,0.8,1.1,0.778,76,0.5,2.1,2.5,65,0.5,61,0.4,69,0.6,74,0.5,1.4,73
2249,Kade Ruegsegger,MRHD,23,21.1,5.2,65,1.6,4.7,0.336,81,1.0,3.4,0.308,79,1.0,1.3,0.793,78,1.0,2.4,3.3,67,0.9,61,0.4,69,0.1,62,0.5,1.1,71
2250,Keenan Garner,IUI,24,19.0,5.2,65,1.6,3.8,0.433,89,0.1,0.5,0.231,72,1.8,2.8,0.642,63,1.8,2.9,4.6,70,1.0,62,0.9,78,0.1,62,1.0,1.6,71
2251,Michael Thomas,LA,19,19.8,5.2,65,1.8,4.9,0.376,85,0.7,2.5,0.292,78,0.7,0.8,0.933,92,0.3,1.5,1.8,63,2.4,69,0.7,74,0.2,63,1.5,1.5,74
2252,Teyvien Barbour,HAR,19,17.6,5.2,65,1.6,4.4,0.369,84,1.2,3.8,0.301,79,0.7,0.8,0.933,92,0.3,1.7,2.0,64,0.4,60,0.4,69,0.0,60,0.6,1.9,72
2253,Jared Billups,GMU,20,27.1,5.2,65,1.7,4.3,0.4,88,0.3,1.4,0.185,67,1.5,2.0,0.769,75,2.1,4.4,6.4,75,1.9,68,1.2,83,0.4,67,1.0,2.4,74
2254,Justin Amadi,TULSA,20,17.9,5.2,65,1.9,3.3,0.561,97,0.0,0.0,0.0,60,1.5,2.5,0.58,60,1.6,2.3,3.9,68,0.2,60,0.6,72,0.4,67,0.8,1.7,69
2255,Landyn Jumawan,NSU,22,17.9,5.1,65,1.6,4.3,0.379,85,1.3,3.3,0.403,89,0.5,0.8,0.706,69,0.2,1.5,1.7,63,1.0,62,0.6,72,0.0,60,0.5,1.7,71
2256,Josh Farmer,TEXSO,15,15.6,5.1,65,1.9,4.4,0.424,89,0.1,0.6,0.111,60,1.3,1.9,0.714,70,0.9,2.5,3.4,67,0.5,61,0.7,74,0.5,70,1.3,2.6,70
2257,Isaiah Sy,ORST,23,17.7,5.1,65,1.7,4.6,0.377,85,1.1,3.7,0.294,78,0.6,0.7,0.867,85,0.4,1.4,1.8,63,1.1,62,0.3,66,0.2,63,0.6,1.5,71
2258,Josh Pickett,DEN,24,18.4,5.1,65,1.4,3.2,0.442,90,0.4,1.5,0.257,74,1.9,2.5,0.78,77,0.8,1.6,2.4,65,0.5,61,0.4,69,0.0,60,0.8,2.2,71
2259,Ife West-Ingram,RIDER,16,16.4,5.1,65,2.4,4.1,0.585,98,0.0,0.1,0.0,60,0.4,0.8,0.462,60,1.4,2.1,3.4,67,1.1,62,0.2,64,0.3,65,1.2,2.3,68
2260,Andre Mulibea,CCU,17,17.3,5.1,65,1.9,4.3,0.452,91,0.9,2.5,0.372,86,0.3,0.6,0.5,60,0.9,2.4,3.4,67,0.9,61,0.2,64,0.1,62,0.8,1.3,70
2261,Joseph Yesufu,WVU,18,16.4,5.1,65,1.8,4.2,0.427,89,0.9,2.5,0.356,84,0.7,0.9,0.706,69,0.2,1.5,1.7,63,0.5,61,0.6,72,0.1,62,0.6,1.7,71
2262,Sebastian Rancik,COLO,20,15.5,5.1,65,1.6,3.7,0.432,89,0.6,1.7,0.353,84,1.3,2.0,0.65,64,0.5,1.7,2.2,64,0.4,60,0.4,69,0.3,65,0.8,0.9,70
2263,Augusto Cassia,BTLR,10,15.4,5.1,65,1.6,2.4,0.667,99,0.3,0.7,0.429,91,1.6,1.9,0.842,83,0.6,2.5,3.1,66,0.8,61,0.3,66,0.8,78,0.7,2.7,77
2264,Mike Loughnane,DAV,21,24.5,5.1,65,1.8,4.0,0.458,91,1.0,2.6,0.407,89,0.4,0.6,0.75,74,0.1,2.3,2.4,65,2.7,69,0.7,74,0.2,63,1.0,1.6,74
2265,Jackson Hicke,PRIN,21,15.2,5.1,65,1.9,4.0,0.471,93,0.4,1.0,0.364,85,0.9,1.1,0.792,78,1.1,1.5,2.6,65,0.9,61,0.7,74,0.4,67,1.0,1.6,74
2266,Lachlan Brewer,CSUS,21,24.0,5.1,65,1.9,4.0,0.464,92,1.1,2.6,0.426,91,0.3,0.7,0.4,60,0.6,2.0,2.7,65,1.1,62,0.7,74,0.1,62,1.0,1.9,72
2267,Shey Eberwein,SODAK,21,16.5,5.1,65,1.7,3.7,0.455,91,0.5,1.5,0.323,81,1.3,2.1,0.614,60,0.5,0.8,1.3,62,1.0,62,0.4,69,0.3,65,0.6,1.7,70
2268,C.J. Hyland,WCU,21,21.7,5.1,65,1.8,5.6,0.322,80,0.7,2.8,0.237,72,0.8,1.0,0.773,76,0.5,1.8,2.3,64,2.0,69,0.8,76,0.0,60,1.5,2.0,71
2269,Bryce Cash,QUC,22,26.6,5.1,65,2.0,5.3,0.368,84,0.1,0.8,0.176,66,1.0,1.9,0.561,60,1.4,3.2,4.6,70,4.1,73,1.2,83,0.1,62,2.0,1.8,71
2270,R.J. Blakney,ODU,22,21.7,5.1,65,1.9,5.1,0.375,85,0.3,1.8,0.175,66,1.0,1.9,0.5,60,1.5,3.0,4.5,70,1.0,62,0.9,78,0.5,70,0.8,1.7,70
2271,Will Hornseth,UNI,23,15.3,5.1,65,2.2,3.2,0.699,99,0.0,0.1,0.0,60,0.7,1.1,0.6,60,1.2,1.3,2.5,65,0.8,61,0.3,66,0.3,65,0.5,0.8,68
2272,Solomon Callaghan,WRST,23,19.8,5.1,65,1.7,5.0,0.339,81,0.8,2.3,0.34,83,0.9,1.2,0.778,76,0.3,1.3,1.6,63,1.0,62,0.4,69,0.0,60,0.8,1.0,70
2273,Saliou Seye,AAMU,18,17.0,5.1,65,1.9,4.3,0.436,89,0.2,1.2,0.143,63,1.1,1.9,0.588,60,1.7,2.2,3.9,68,0.7,61,0.8,76,0.8,78,1.3,2.7,70
2274,George Smith,PENN,19,20.1,5.1,65,1.7,4.1,0.423,89,0.9,2.5,0.354,84,0.7,1.0,0.684,67,0.6,1.4,2.0,64,1.3,63,0.4,69,0.0,60,0.6,1.1,71
2275,Eugene Brown III,GASO,19,23.3,5.1,65,1.7,5.3,0.327,80,0.9,3.3,0.274,76,0.7,0.9,0.765,75,1.1,2.6,3.7,68,0.6,61,0.6,72,0.3,65,1.0,1.6,71
2276,Guzman Vasilic,POLY,21,16.6,5.0,65,1.8,3.9,0.457,91,1.0,2.6,0.382,87,0.5,0.7,0.786,77,0.6,1.8,2.4,65,0.7,61,0.2,64,0.1,62,1.1,1.0,72
2277,Justin Thomas,FLAST,22,21.8,5.0,65,1.8,4.2,0.435,89,0.9,2.4,0.365,85,0.5,0.9,0.632,62,0.5,1.8,2.3,64,1.8,67,1.2,83,0.3,65,1.0,2.1,73
2278,Ryan Mabrey,QUIN,22,16.4,5.0,65,1.6,5.1,0.313,79,1.1,3.6,0.316,80,0.7,1.0,0.696,68,0.2,1.0,1.2,62,1.1,62,0.4,69,0.0,60,0.7,1.0,69
2279,Isaac Ondekane,OMAHA,24,16.2,5.0,65,1.9,3.3,0.57,97,0.0,0.0,0.0,60,1.3,2.4,0.544,60,1.3,2.2,3.5,67,0.5,61,0.3,66,0.3,65,1.3,2.7,68
2280,Solomon Washington,TAMU,20,22.2,5.0,65,1.6,4.3,0.365,84,0.4,1.5,0.233,72,1.6,2.0,0.795,78,2.6,3.3,5.8,73,1.1,62,0.7,74,1.2,80,1.1,2.3,74
2281,Roger McFarlane,BOS,21,23.5,5.0,65,1.9,5.1,0.364,84,0.5,1.9,0.256,74,0.8,1.3,0.607,60,1.4,3.4,4.8,71,0.7,61,0.7,74,0.3,65,0.7,1.4,70
2282,Kayden Carter,WIU,22,19.5,5.0,65,2.1,3.7,0.573,97,0.0,0.0,0.0,60,0.7,1.1,0.64,63,1.4,1.7,3.1,66,1.0,62,0.5,70,0.4,67,0.8,1.7,69
2283,Kiran Oliver,MORST,23,15.2,5.0,65,2.0,4.0,0.5,95,0.4,1.6,0.25,74,0.6,0.9,0.7,69,1.0,2.0,3.0,66,0.8,61,0.4,69,0.2,63,0.7,1.9,71
2284,Jackson Threadgill,APPST,22,25.9,5.0,65,1.9,5.0,0.382,86,0.6,2.4,0.264,75,0.5,0.6,0.857,84,0.3,2.1,2.4,65,1.3,63,0.7,74,0.3,65,1.0,1.3,73
2285,Deng Mayar,UND,21,18.9,5.0,65,2.0,4.5,0.432,89,0.5,1.6,0.294,78,0.6,0.9,0.722,71,1.3,2.7,4.0,69,0.4,60,0.6,72,0.1,62,0.9,2.3,71
2286,Paul Djobet,UMFL,21,16.3,5.0,65,1.8,4.0,0.446,90,0.4,1.0,0.409,89,1.0,1.2,0.846,83,1.0,1.6,2.6,65,1.0,62,0.6,72,0.3,65,1.2,1.6,74
2287,Matus Hronsky,DUQ,22,16.0,5.0,65,1.9,4.8,0.387,86,1.2,3.1,0.382,87,0.1,0.1,0.667,65,0.4,1.4,1.8,63,0.8,61,0.6,72,0.0,60,0.7,1.2,70
2288,Devin Ree,LATCH,21,19.5,5.0,65,1.6,4.6,0.351,83,1.0,3.2,0.294,78,0.8,1.0,0.85,84,0.8,2.6,3.4,67,0.2,60,0.3,66,0.2,63,0.8,2.7,71
2289,Walter Hamilton,MVSU,11,18.5,5.0,65,1.7,3.6,0.475,93,0.0,0.4,0.0,60,1.5,1.7,0.895,88,1.6,1.7,3.4,67,0.5,61,0.6,72,0.2,63,1.1,1.9,72
2290,Ola Ajiboye,TNTCH,23,18.3,5.0,65,2.1,3.8,0.552,97,0.0,0.0,0.0,60,0.8,1.7,0.45,60,1.4,2.2,3.6,68,1.3,63,0.7,74,1.1,80,1.0,2.2,71
2291,"Damien Mayo, Jr.",SOILL,23,23.7,5.0,65,1.9,4.7,0.411,88,0.4,1.3,0.3,79,0.7,1.0,0.708,69,1.0,2.0,3.0,66,2.1,69,0.7,74,0.3,65,1.4,2.5,72
2292,Matt Nicholson,NWU,22,23.6,5.0,65,1.8,3.0,0.615,99,0.0,0.0,0.0,60,1.3,2.5,0.518,60,2.2,3.3,5.5,72,1.2,62,0.6,72,1.2,80,0.7,2.1,72
2293,Julian Larry,TEXAS,22,21.7,5.0,65,1.5,3.6,0.425,89,0.5,1.4,0.333,82,1.4,1.6,0.886,87,0.2,1.4,1.6,63,3.8,71,0.7,74,0.1,62,1.7,1.9,75
2294,Brooklyn Hicks,UNLV,22,18.5,5.0,65,2.0,4.3,0.457,91,0.4,1.6,0.229,71,0.7,1.4,0.5,60,1.1,1.8,3.0,66,1.0,62,0.8,76,0.0,60,0.9,1.5,69
2295,Jerald Colonel,NSU,21,19.9,5.0,65,2.3,4.0,0.578,97,0.0,0.0,0.0,60,0.4,1.2,0.308,60,2.1,3.3,5.4,72,1.0,62,0.8,76,2.5,94,0.6,2.4,74
2296,Luis Kortright,UWASH,18,17.3,4.9,64,1.8,5.2,0.344,82,0.5,2.3,0.214,70,0.9,1.7,0.533,60,0.2,1.8,1.9,63,1.8,67,0.3,66,0.2,63,0.9,1.1,67
2297,Darius DeAveiro,VAL,23,22.7,4.9,64,1.5,4.2,0.354,83,0.8,2.7,0.311,80,1.1,1.4,0.788,77,0.3,2.1,2.5,65,2.5,69,1.0,80,0.1,62,1.1,1.5,73
2298,Davontae Hall,UMKC,23,16.6,4.9,64,1.6,4.4,0.366,84,0.4,1.7,0.237,72,1.3,1.6,0.811,80,0.1,1.3,1.4,62,3.0,69,1.0,80,0.1,62,1.6,1.0,72
2299,Myles Thompson,SIUE,23,18.6,4.9,64,2.2,5.2,0.417,88,0.1,0.1,0.667,99,0.5,2.0,0.239,60,1.6,2.4,4.0,69,0.8,61,0.6,72,0.3,65,1.0,2.2,73
2300,Andersson Garcia,TAMU,22,23.2,4.9,64,1.6,3.3,0.486,94,0.4,1.5,0.273,76,1.3,2.0,0.659,64,2.1,3.5,5.7,73,1.2,62,1.0,80,0.8,78,0.8,2.5,74
2301,Jasteven Walker,ALAST,22,16.2,4.9,64,1.9,4.8,0.39,87,0.6,1.9,0.31,80,0.6,1.2,0.5,60,1.4,2.0,3.4,67,0.3,60,0.3,66,0.5,70,0.3,2.4,70
2302,P.J. Eason,GRAMB,21,22.4,4.9,64,2.1,4.6,0.464,92,0.0,0.0,0.0,60,0.6,1.3,0.464,60,1.9,3.5,5.4,72,0.7,61,0.9,78,1.3,82,1.5,2.5,72
2303,Jalen Breazeale,MRHD,19,17.9,4.9,64,1.6,4.5,0.349,82,0.5,2.2,0.22,71,1.3,1.7,0.75,74,0.1,0.9,1.1,61,2.0,69,0.5,70,0.1,62,1.3,0.8,70
2304,Jake Goldberg,NJIT,8,20.1,4.9,64,1.8,3.8,0.467,92,1.0,2.5,0.4,89,0.4,0.8,0.5,60,0.5,1.4,1.9,63,0.4,60,0.4,69,0.4,67,0.8,1.8,71
2305,Mekhi Collins,NICH,23,19.2,4.9,64,2.2,3.1,0.704,99,0.0,0.0,0.0,60,0.5,1.3,0.387,60,2.2,3.5,5.7,73,0.3,60,0.5,70,0.8,78,0.7,2.5,71
2306,Camden Heide,PURD,22,20.2,4.9,64,1.5,3.2,0.451,91,0.7,2.1,0.319,80,1.3,1.5,0.848,83,0.9,2.6,3.5,67,0.5,61,0.4,69,0.3,65,0.3,1.5,73
2307,Jarin Stevenson,UA,22,18.1,4.9,64,1.5,4.2,0.366,84,0.7,2.8,0.242,73,1.1,2.0,0.558,60,1.0,2.5,3.5,67,0.9,61,0.5,70,0.7,76,0.9,1.9,70
2308,Kerwin Walton,TXTCH,21,17.3,4.9,64,1.6,4.0,0.393,87,1.3,3.2,0.418,90,0.4,0.5,0.8,79,0.3,0.9,1.1,61,0.5,61,0.1,62,0.1,62,0.3,1.1,71
2309,Tamarion Hoover,JKSN,18,15.3,4.8,64,1.8,3.7,0.478,93,0.7,1.8,0.394,88,0.6,0.6,0.909,89,0.9,2.2,3.1,66,0.4,60,0.2,64,0.1,62,0.4,0.7,74
2310,Raymond Espinal-Guzman,HEART,12,16.8,4.8,64,1.8,3.9,0.447,90,0.2,1.0,0.167,65,1.2,1.5,0.778,76,1.7,2.8,4.5,70,0.9,61,0.3,66,0.3,65,0.7,2.0,70
2311,Dylan Williams,PENN,18,18.2,4.8,64,1.6,4.7,0.341,82,1.0,2.9,0.346,83,0.6,0.9,0.647,63,0.2,1.1,1.2,62,1.2,62,0.4,69,0.1,62,1.2,1.4,69
2312,Tyler Doyle,BELL,23,20.5,4.8,64,2.0,3.5,0.58,98,0.2,0.8,0.278,76,0.5,0.6,0.857,84,0.7,1.9,2.6,65,1.5,64,0.4,69,0.0,60,1.1,1.2,73
2313,Tekao Carpenter,APSU,23,22.3,4.8,64,1.5,4.9,0.313,79,1.3,4.2,0.323,81,0.4,0.6,0.714,70,0.5,1.4,2.0,64,0.8,61,0.7,74,0.1,62,0.7,1.8,70
2314,Jawarie Hamelin,NEWHA,17,21.9,4.8,64,1.8,5.4,0.337,81,0.6,2.4,0.275,76,0.5,0.6,0.818,80,0.2,1.9,2.1,64,2.7,69,1.1,82,0.3,65,3.1,2.6,73
2315,Brandon Love,UNR,22,15.0,4.8,64,1.7,2.7,0.644,99,0.0,0.0,0.0,60,1.4,2.2,0.612,60,1.0,1.9,2.9,66,0.4,60,0.6,72,0.7,76,1.0,2.2,70
2316,Christian Fermin,VCU,21,20.4,4.8,64,2.1,3.6,0.592,98,0.0,0.0,0.0,60,0.5,1.1,0.458,60,1.6,1.4,3.0,66,0.7,61,0.2,64,1.3,82,0.7,2.2,70
2317,Kalil Camara,BTHCK,21,18.4,4.8,64,1.6,4.6,0.344,82,0.8,3.0,0.25,74,0.9,1.2,0.731,72,1.7,1.9,3.5,67,0.7,61,1.1,82,0.1,62,0.8,2.1,71
2318,Evan Phelps,TAMUC,21,24.8,4.8,64,1.6,4.7,0.333,81,1.0,3.0,0.333,82,0.7,1.2,0.56,60,0.2,1.0,1.3,62,2.0,69,1.4,84,0.3,65,1.9,2.0,71
2319,Curtis Givens,LSU,21,16.2,4.8,64,1.6,5.7,0.275,75,1.0,3.8,0.253,74,0.7,1.0,0.682,67,0.3,1.2,1.5,62,1.4,63,0.3,66,0.0,60,1.2,1.2,67
2320,Max Murrell,UCSB,19,18.7,4.8,64,1.7,5.0,0.337,81,1.1,3.9,0.27,76,0.4,0.5,0.778,76,0.5,1.9,2.4,65,1.0,62,0.3,66,0.4,67,0.8,1.7,70
2321,Jack Kostel,CHATT,23,16.0,4.8,64,1.7,3.7,0.452,91,1.0,2.4,0.393,88,0.5,0.7,0.75,74,0.4,2.2,2.6,65,1.2,62,0.5,70,0.1,62,0.6,0.5,72
2322,Caelum Swanton-Rodger,ODU,22,18.4,4.8,64,1.9,3.5,0.538,96,0.0,0.1,0.0,60,1.0,1.7,0.553,60,1.5,2.5,4.0,69,0.8,61,0.3,66,1.6,85,1.5,2.6,71
2323,Taine Murray,UVA,22,19.4,4.8,64,1.8,3.9,0.459,91,0.7,1.5,0.471,96,0.5,0.7,0.733,72,0.2,1.4,1.6,63,1.7,66,0.3,66,0.2,63,1.0,1.4,73
2324,Mike Wilson,CSUS,17,18.0,4.8,64,1.3,3.4,0.386,86,0.8,2.4,0.35,84,1.4,1.7,0.793,78,0.8,2.6,3.4,67,0.9,61,0.8,76,0.1,62,0.8,1.6,73
2325,Jace Roquemore,UVM,17,24.1,4.8,64,1.5,4.4,0.338,81,0.8,3.1,0.269,75,1.0,1.4,0.739,72,0.4,2.2,2.5,65,1.6,65,0.5,70,0.1,62,0.9,0.6,70
2326,Chris Manon,VANDY,21,16.7,4.8,64,1.7,3.4,0.5,95,0.2,1.0,0.182,67,1.1,1.5,0.774,76,1.3,1.8,3.1,66,1.3,63,1.6,86,1.0,80,0.5,2.4,75
2327,Juslin Bodo,HP,24,21.4,4.8,64,1.8,3.0,0.606,99,0.0,0.0,0.0,60,1.2,2.0,0.583,60,3.2,5.0,8.3,83,0.2,60,0.7,74,1.3,82,0.7,2.3,73
2328,"Trent Middleton, Jr.",DEL,20,17.9,4.8,64,1.6,4.3,0.372,85,0.3,1.6,0.194,68,1.3,1.5,0.833,82,0.4,2.3,2.7,65,2.0,69,0.8,76,0.1,62,1.0,2.0,72
2329,Bryce Zephir,MTSTU,20,16.9,4.8,64,1.9,3.8,0.493,94,0.4,1.2,0.292,78,0.7,1.1,0.636,62,0.4,1.4,1.8,63,1.8,67,0.6,72,0.1,62,1.5,1.4,71
2330,Tyler Beard,CSUN,22,18.3,4.7,64,1.8,4.4,0.406,88,0.6,1.6,0.389,87,0.5,0.7,0.75,74,0.4,2.5,2.8,66,2.7,69,0.8,76,0.1,62,1.6,1.2,74
2331,Blake Barker,USMA,22,21.6,4.7,64,1.6,4.5,0.357,83,0.9,3.0,0.292,78,0.7,1.0,0.682,67,0.6,2.1,2.7,65,1.0,62,0.7,74,0.0,60,0.5,1.2,70
2332,Carson Cooper,MCHST,21,15.2,4.7,64,1.7,2.8,0.621,99,0.0,0.0,0.0,60,1.3,1.7,0.771,76,1.1,3.2,4.3,69,0.6,61,0.1,62,0.8,78,0.6,2.0,72
2333,Rich Smith,ACU,21,19.8,4.7,64,1.5,3.0,0.516,95,0.0,0.0,0.0,60,1.7,2.8,0.593,60,0.2,1.8,2.0,64,2.4,69,1.0,80,0.2,63,1.5,2.5,70
2334,Bowen Born,COLST,21,15.8,4.7,64,1.6,4.3,0.363,84,0.8,2.7,0.304,79,0.8,0.8,0.941,93,0.3,1.3,1.6,63,1.8,67,0.6,72,0.0,60,0.9,1.5,73
2335,"Anthony Arrington, Jr.",WOFF,21,16.4,4.7,64,1.8,5.1,0.343,82,0.9,3.3,0.257,74,0.3,0.5,0.636,62,1.2,1.1,2.3,64,1.1,62,0.5,70,0.1,62,0.9,1.7,68
2336,"Larry Hughes, Jr.",STLOU,7,15.0,4.7,64,1.7,4.3,0.4,88,1.3,3.7,0.346,83,0.0,0.0,0.0,60,0.3,1.9,2.1,64,0.7,61,0.1,62,0.3,65,0.4,2.3,69
2337,Isaiah Gaines,RADF,24,19.8,4.7,64,1.5,3.0,0.5,95,0.1,0.5,0.182,67,1.6,2.4,0.684,67,2.1,3.1,5.2,72,1.2,62,0.3,66,0.7,76,1.0,2.3,72
2338,Christ Essandoko,PROV,17,15.5,4.7,64,1.8,3.6,0.5,95,0.2,0.7,0.25,74,0.9,1.8,0.5,60,1.0,3.2,4.2,69,0.6,61,0.2,64,0.8,78,1.2,1.5,71
2339,Ryan Mela,PROV,19,16.1,4.7,64,1.8,4.3,0.42,89,0.2,0.7,0.214,70,0.9,1.5,0.621,61,0.8,3.8,4.7,70,1.6,65,0.6,72,0.1,62,1.1,1.2,70
2340,Caleb Furst,PURD,22,17.0,4.7,64,1.5,2.5,0.571,97,0.0,0.0,0.0,60,1.8,2.6,0.672,66,1.3,1.7,3.0,66,0.4,60,0.7,74,0.3,65,0.8,2.1,69
2341,A.J. Wills,UWYOM,22,16.5,4.7,64,1.6,3.7,0.432,89,0.9,2.0,0.442,93,0.6,0.9,0.737,72,0.2,0.6,0.8,61,1.6,65,0.3,66,0.0,60,1.0,1.3,72
2342,Jazz Gardner,PACI,25,17.1,4.7,64,2.2,3.6,0.618,99,0.0,0.1,0.5,99,0.2,0.5,0.462,60,1.5,2.5,4.0,69,0.4,60,0.2,64,0.5,70,0.5,1.6,74
2343,Vernon Collins,WCU,21,18.3,4.7,64,2.0,3.7,0.526,96,0.0,0.1,0.0,60,0.8,1.1,0.696,68,2.1,3.0,5.1,71,0.5,61,0.3,66,0.9,79,1.0,3.0,71
2344,Drew Steffe,SOILL,23,22.7,4.7,64,1.5,5.0,0.307,78,0.8,3.0,0.275,76,0.8,1.4,0.563,60,0.5,1.7,2.2,64,2.3,69,0.6,72,0.3,65,0.6,1.7,69
2345,Sean Blake,UVM,23,15.7,4.7,64,1.7,4.3,0.388,86,0.3,1.0,0.364,85,1.0,1.8,0.561,60,0.7,2.0,2.7,65,1.7,66,0.5,70,0.3,65,1.6,1.7,71
2346,Jack Campion,USI,20,21.0,4.7,64,1.7,4.1,0.402,88,0.4,1.1,0.381,87,1.0,1.4,0.679,66,0.2,1.8,2.0,64,4.2,73,1.5,85,0.1,62,1.8,2.2,74
2347,Garwey Dual,SETON,20,22.5,4.7,64,1.6,4.0,0.405,88,0.2,0.9,0.222,71,1.3,2.1,0.61,60,0.4,1.0,1.4,62,2.6,69,1.7,87,0.6,74,1.5,1.5,72
2348,Aidan Noyes,BLMNT,20,15.5,4.7,64,1.7,3.6,0.472,93,1.0,2.4,0.404,89,0.3,0.5,0.6,60,0.4,2.5,2.9,66,0.4,60,0.4,69,0.2,63,0.4,1.2,71
2349,Ben Hammond,VT,20,17.1,4.7,64,1.4,4.1,0.346,82,0.5,1.1,0.409,89,1.4,1.9,0.737,72,0.2,1.3,1.5,62,1.9,68,1.0,80,0.0,60,1.4,1.7,73
2350,Arnas Sakenis,SIUE,17,17.6,4.6,64,2.0,3.5,0.567,97,0.0,0.0,0.0,60,0.6,1.4,0.478,60,1.9,2.4,4.3,69,0.7,61,0.3,66,1.5,82,0.8,1.4,70
2351,Derrick Xzavierro,LBSU,22,21.8,4.6,64,1.8,4.3,0.426,89,0.2,1.0,0.182,67,0.8,1.3,0.643,63,2.5,4.0,6.5,75,0.6,61,0.6,72,1.1,80,1.0,2.5,72
2352,Jayden Ndjigue,UMass,22,23.3,4.6,64,1.5,3.7,0.407,88,0.2,1.0,0.238,72,1.4,2.3,0.62,61,1.7,2.7,4.5,70,1.2,62,1.1,82,0.6,74,1.3,2.2,72
2353,Kylin Green,UVU,22,15.4,4.6,64,1.5,3.3,0.438,89,0.4,1.0,0.364,85,1.4,1.9,0.732,72,0.3,2.0,2.3,64,1.6,65,0.5,70,0.0,60,0.9,0.9,72
2354,Davion Sykes,SOILL,22,16.0,4.6,64,1.8,3.7,0.476,93,0.1,0.4,0.333,82,1.0,1.7,0.568,60,0.8,2.4,3.1,66,0.9,61,0.5,70,0.4,67,1.0,1.1,71
2355,Rich Rolf,CHAR,22,21.0,4.6,64,1.6,5.0,0.327,80,0.6,2.7,0.217,70,0.8,1.0,0.739,72,0.9,2.6,3.5,67,0.6,61,0.4,69,0.3,65,0.4,1.6,69
2356,"Carl Daughtery, Jr.",UCD,22,15.9,4.6,64,1.7,4.8,0.349,82,0.7,2.3,0.32,81,0.5,0.9,0.632,62,0.5,1.3,1.8,63,0.4,60,0.4,69,0.0,60,0.5,1.2,68
2357,Jaylin Jackson-Posey,TEXSO,19,18.9,4.6,64,1.7,5.7,0.296,77,0.8,3.3,0.258,74,0.4,0.6,0.727,71,0.2,2.5,2.7,65,1.5,64,0.9,78,0.3,65,0.6,1.4,70
2358,Malik Olafioye,EIU,16,25.6,4.6,64,1.9,4.6,0.405,88,0.1,0.9,0.133,62,0.8,1.3,0.571,60,0.1,2.1,2.2,64,2.2,69,1.0,80,0.3,65,1.2,2.6,69
2359,A.J. Clark,VMI,21,19.0,4.6,64,1.8,3.1,0.585,98,0.2,0.7,0.357,84,0.8,1.3,0.571,60,0.7,3.2,3.9,68,1.1,62,1.8,88,0.9,79,0.6,1.7,76
2360,Roberts Blums,DAV,21,16.5,4.6,64,1.7,5.0,0.33,81,1.0,3.7,0.273,76,0.3,0.5,0.6,60,0.1,1.7,1.9,63,0.7,61,0.3,66,0.0,60,1.0,1.4,67
2361,Carlos Rosario,ORU,18,16.4,4.6,64,1.6,3.6,0.438,89,0.5,1.5,0.333,82,1.0,1.4,0.692,68,0.7,1.6,2.3,64,0.6,61,0.6,72,0.2,63,1.2,1.9,71
2362,Kanaan Carlyle,IU,18,19.2,4.6,64,1.8,6.3,0.292,77,0.7,3.2,0.224,71,0.2,0.7,0.333,60,0.3,1.4,1.8,63,1.6,65,0.6,72,0.2,63,0.8,2.1,67
