#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2037,Jaden Alexander,CSUB,23,18.0,6.0,1.7,4.3,.390,0.6,1.4,.406,2.1,2.7,.787,1.5,1.0,2.5,0.7,0.3,0.1,0.6,1.8
2038,Dominic Pangionis,SFA,23,20.3,6.0,2.1,4.9,.429,0.5,2.0,.261,1.3,2.2,.620,0.8,1.0,1.8,1.3,0.6,0.3,1.3,1.6
2039,Iverson King,PRSBY,24,17.5,6.0,2.2,3.8,.565,0.4,0.9,.429,1.3,1.9,.711,0.8,1.9,2.7,0.6,1.0,0.3,0.5,2.4
2040,Mac Wrecke,UWGB,24,20.4,6.0,1.9,4.6,.405,0.6,1.8,.318,1.7,2.3,.759,0.8,2.0,2.8,0.8,0.3,0.5,1.0,2.0
2041,Shadrak Lasu,LIU,23,28.3,6.0,2.2,4.1,.537,0.1,0.3,.250,1.5,2.6,.567,2.7,4.4,7.1,0.5,0.9,1.1,0.9,3.0
2042,Rashaud Marshall,ARKST,23,21.7,6.0,2.1,3.7,.570,0.0,0.0,.000,1.7,2.5,.690,2.2,4.3,6.6,0.4,0.3,0.8,0.7,2.4
2043,Blake Buchanan,UVA,23,21.3,6.0,2.4,4.3,.550,0.0,0.1,.000,1.2,2.3,.538,2.0,3.5,5.4,1.2,0.6,1.2,0.9,2.4
2044,Trent Johnson,HCU,23,28.3,6.0,2.2,4.8,.450,0.8,2.2,.360,0.9,1.1,.800,1.7,2.3,4.0,1.5,1.3,0.8,1.1,1.6
2045,Malik Henry,UNCG,22,16.0,6.0,2.2,3.5,.632,0.0,0.0,.000,1.6,2.3,.706,2.3,2.2,4.5,0.4,0.5,0.7,0.5,1.5
2046,Miro Little,U of U,21,20.4,6.0,1.8,5.5,.328,0.8,2.9,.283,1.6,2.1,.750,0.7,3.2,3.9,3.8,0.8,0.2,1.7,1.6
2047,Zach Anderson,GMU,22,22.5,6.0,2.0,4.6,.422,1.5,3.5,.416,0.6,0.9,.700,0.5,2.9,3.3,0.9,0.5,0.2,0.8,1.2
2048,Jakai Robinson,BRYNT,22,20.0,6.0,2.0,4.3,.457,0.2,0.9,.211,1.9,2.6,.737,0.9,2.2,3.1,1.0,0.5,0.2,0.8,1.4
2049,Isaiah Jones,OAKL,18,22.6,6.0,1.9,5.2,.366,0.4,1.7,.233,1.8,2.6,.702,2.4,2.2,4.6,1.4,1.2,0.0,1.2,2.4
2050,Kasheem Grady II,UMKC,22,15.3,6.0,2.1,5.0,.423,1.0,2.6,.368,0.8,1.1,.680,0.4,1.9,2.2,1.1,0.7,0.0,0.5,1.1
2051,Matthew Robinson,CHIST,23,28.8,6.0,2.1,5.9,.353,1.4,4.1,.340,0.4,0.8,.556,0.3,1.3,1.7,1.3,1.5,0.3,1.0,1.2
2052,Scotty Middleton,SETON,22,21.3,6.0,2.2,5.0,.441,1.0,2.6,.379,0.5,0.7,.750,1.0,1.4,2.4,1.0,0.9,0.6,1.3,2.0
2053,Bryan Ndjonga,CMU,21,20.2,6.0,2.4,4.5,.526,0.3,1.4,.241,0.9,1.7,.528,1.1,2.9,4.0,0.9,0.4,0.7,1.4,2.9
2054,A.J. Staton-McCray,UMFL,22,20.8,6.0,2.2,5.8,.375,0.8,2.9,.281,0.8,1.0,.818,0.9,1.6,2.5,1.0,1.0,0.5,0.8,1.7
2055,"Wes Peterson, Jr.",BNGH,20,23.1,6.0,2.1,3.9,.538,0.4,1.2,.348,1.4,2.0,.700,0.6,2.1,2.7,1.4,0.6,0.1,1.5,1.7
2056,Robert Jennings,OKST,21,17.8,6.0,1.6,3.7,.423,0.2,1.0,.238,2.6,3.1,.846,1.0,2.5,3.5,0.2,0.5,0.3,1.2,2.5
2057,Christian Moore,CTDL,20,17.1,6.0,2.3,5.9,.381,1.1,3.4,.324,0.4,0.5,.889,0.9,1.2,2.1,0.9,0.6,0.1,0.7,1.0
2058,Juke Harris,WF,21,18.0,6.0,2.0,4.5,.436,0.7,2.2,.326,1.4,2.3,.604,0.6,2.0,2.6,0.2,0.5,0.2,0.5,1.9
2059,Kaleb Brown,CSFUL,23,20.6,6.0,2.0,5.4,.379,0.6,2.2,.260,1.3,2.0,.674,0.5,1.8,2.3,1.7,0.6,0.0,2.2,1.7
2060,Rex Sunderland,NEWHA,10,24.7,6.0,2.1,5.8,.362,1.1,3.1,.355,0.7,1.1,.636,0.4,2.8,3.2,2.9,0.7,0.4,1.8,1.9
2061,Jalen Tatum,JKSN,3,18.0,6.0,2.0,5.3,.375,0.3,1.7,.200,1.7,2.3,.714,0.0,1.3,1.3,2.0,0.3,0.0,1.7,0.7
2062,Angelo Brizzi,LONG,24,20.1,6.0,2.0,4.7,.434,0.9,2.2,.404,1.0,1.4,.706,0.8,2.3,3.0,1.3,1.5,0.2,1.3,2.2
2063,Ben Nau,STTOM,24,15.7,6.0,1.8,3.8,.473,1.5,3.3,.449,0.9,1.0,.880,0.0,1.8,1.8,1.3,0.5,0.1,0.8,2.0
2064,Mikah Ballew,UP,24,18.9,6.0,2.1,5.3,.394,0.7,2.3,.291,1.1,1.3,.844,0.3,1.5,1.7,1.0,0.4,0.1,1.1,1.5
2065,Quan Lax,APSU,23,27.9,6.0,2.1,5.4,.395,0.6,1.8,.310,1.1,1.3,.867,0.7,2.1,2.7,1.8,1.0,0.3,1.1,3.3
2066,Kyle Frazier,W&M,23,17.1,6.0,1.8,4.5,.394,1.3,3.8,.345,1.1,1.3,.862,0.5,0.9,1.4,0.8,0.5,0.0,0.2,1.3
2067,Jahmai Mashack,TENN,22,28.0,6.0,2.0,4.4,.464,0.5,1.4,.323,1.4,1.9,.756,1.2,2.8,4.0,1.5,2.0,0.7,0.9,2.3
2068,Jake Wahlin,U of U,21,22.2,6.0,2.2,4.8,.470,0.7,2.0,.333,0.8,1.4,.586,1.5,3.2,4.8,1.3,0.8,0.7,0.5,2.2
2069,Ari Fulton,NJIT,21,26.6,6.0,2.1,5.0,.415,0.7,2.3,.306,1.0,1.7,.629,1.8,3.4,5.1,0.9,0.4,0.7,0.8,2.0
2070,Mylik Wilson,U of H,21,16.2,6.0,2.5,5.2,.482,0.5,1.0,.476,0.4,0.6,.692,1.1,2.6,3.7,1.4,0.9,0.1,0.7,1.2
2071,Javonte Johnson,CALBU,21,23.1,6.0,2.0,5.6,.359,1.4,4.5,.309,0.6,0.6,.923,0.9,1.6,2.5,0.8,0.7,0.0,0.9,1.5
2072,Delricco Gillespie,KENT,20,18.1,6.0,2.4,4.6,.527,0.1,0.3,.167,1.1,1.6,.688,2.5,3.5,5.9,0.5,0.5,0.6,0.6,1.9
2073,Tyler Mack,ALAST,18,16.3,5.9,2.1,4.9,.416,1.8,4.4,.400,0.1,0.1,.500,0.3,1.5,1.8,0.3,0.3,0.2,0.3,0.9
2074,Foster Wonders,UWGB,24,23.8,5.9,2.0,6.5,.314,1.3,4.8,.263,0.6,0.7,.824,0.3,1.8,2.1,0.7,0.4,0.1,0.9,1.1
2075,Ben Vander Wal,FRMN,23,23.3,5.9,2.0,3.8,.511,0.1,0.9,.150,1.9,3.7,.512,2.4,3.1,5.6,1.9,0.7,0.5,0.8,1.7
2076,Ethan Meuser,STONE,23,19.7,5.9,2.1,5.4,.387,1.3,3.6,.378,0.4,0.7,.529,0.8,2.7,3.6,1.8,0.9,0.9,1.1,2.3
2077,Vice Zanki,EWASH,23,18.5,5.9,2.3,6.2,.366,1.3,4.0,.315,0.1,0.4,.333,0.6,2.1,2.7,0.7,0.7,0.3,1.2,1.0
2078,Guillermo Diaz,PITT,22,21.5,5.9,2.1,4.8,.434,1.0,3.3,.288,0.8,1.0,.739,1.5,3.4,4.9,1.5,0.4,0.7,1.0,2.5
2079,Jayshayne Woodard,ECAR,22,21.1,5.9,2.0,4.5,.455,0.4,1.0,.381,1.5,2.4,.615,1.5,2.5,4.0,1.5,1.1,0.8,1.5,2.0
2080,Corey Perkins,DESU,22,20.6,5.9,1.6,4.7,.346,0.6,1.7,.351,2.0,2.6,.789,0.4,1.4,1.8,3.3,1.0,0.0,1.5,1.9
2081,Jaylin Stewart,UConn,22,18.2,5.9,2.3,4.1,.556,0.7,1.9,.381,0.6,0.8,.778,0.8,1.7,2.5,1.1,0.1,0.2,0.7,1.7
2082,Sam Godwin,OKLA,21,19.3,5.9,2.4,4.3,.567,0.0,0.0,.000,1.0,1.9,.550,2.3,2.9,5.2,1.0,1.1,0.8,1.2,2.5
2083,Darrion Baker,SIUE,10,15.1,5.9,2.2,4.1,.537,0.2,0.9,.222,1.3,2.2,.591,1.6,2.7,4.3,0.7,0.4,0.5,1.1,2.6
2084,David Fuchs,URI,19,19.1,5.9,1.8,3.5,.522,0.1,0.4,.143,2.2,3.5,.612,2.4,5.2,7.6,1.0,0.6,0.5,1.2,1.9
2085,Kobe Johnson,STLOU,19,28.4,5.9,2.3,4.3,.537,0.7,2.1,.359,0.5,0.6,.833,0.5,2.8,3.3,1.6,0.7,0.5,1.3,1.7
2086,Reece Potter,MIAMI,19,15.8,5.9,2.2,4.7,.456,0.8,1.9,.432,0.7,1.2,.636,1.1,2.0,3.1,1.2,0.1,0.6,1.1,1.8
2087,Ty-Laur Johnson,WF,19,21.6,5.9,1.8,5.1,.351,0.5,2.2,.214,1.8,2.2,.833,0.4,1.8,2.3,2.7,1.5,0.3,2.4,2.0
2088,Dallin Hall,BYU,17,25.8,5.9,1.8,4.6,.380,1.1,3.0,.373,1.2,1.7,.724,0.7,1.6,2.3,3.8,0.6,0.0,1.7,1.6
2089,Will Amica,MOYNE,16,17.1,5.9,2.1,5.5,.386,0.4,1.3,.350,1.2,1.6,.731,0.8,1.3,2.1,1.0,0.5,0.1,1.4,3.3
2090,Brandon McCreesh,BUCK,23,22.3,5.9,2.0,4.1,.484,1.1,2.4,.446,0.8,1.3,.581,0.8,1.3,2.1,0.9,0.8,0.0,0.8,1.4
2091,Justin Page,NIAG,20,27.4,5.9,2.3,5.5,.413,1.2,3.3,.354,0.2,0.5,.444,0.3,1.7,2.0,1.3,0.4,0.2,1.0,1.3
2092,Justin Menard,IONA,19,21.6,5.8,1.8,5.3,.347,1.4,3.8,.375,0.7,0.8,.875,0.2,0.6,0.8,2.4,0.7,0.2,0.8,1.5
2093,Aidan Richard,HC,19,23.1,5.8,2.1,4.7,.438,1.3,3.1,.424,0.4,0.5,.800,0.8,1.7,2.5,0.6,0.2,0.1,0.7,1.5
2094,Bryson Tucker,IU,19,17.9,5.8,2.3,6.2,.376,0.1,0.9,.059,1.2,1.6,.733,0.7,2.4,3.1,0.6,0.4,0.1,0.7,1.1
2095,Sam Wright,COLGT,24,15.1,5.8,2.1,4.6,.459,0.8,2.4,.333,0.8,1.1,.731,1.0,1.7,2.8,0.7,0.2,0.0,0.6,1.9
2096,Jaylon Gibson,CHASO,12,16.1,5.8,2.3,3.8,.622,0.0,0.0,.000,1.2,2.3,.500,1.3,2.9,4.2,0.3,0.1,0.7,0.9,1.9
2097,Peter Carey,SIENA,17,15.1,5.8,2.3,3.6,.629,0.0,0.0,.000,1.2,1.6,.778,1.4,1.4,2.8,0.9,0.5,1.4,1.0,2.5
2098,Andrew Akuchie,RICE,22,19.1,5.8,2.1,4.0,.540,0.1,0.7,.200,1.4,2.4,.585,1.7,3.2,4.9,0.5,0.4,0.5,0.6,2.1
2099,Abdou Tsimbila,FORD,22,19.5,5.8,2.5,4.7,.534,0.0,0.0,.000,0.8,1.1,.750,2.1,2.8,5.0,0.5,0.3,1.4,1.6,2.5
2100,Matt Zona,FORD,22,16.1,5.8,1.9,3.8,.506,0.7,1.9,.357,1.3,1.8,.744,1.4,1.8,3.2,0.6,0.7,0.5,0.7,2.2
2101,Isaac Asuma,MINN,22,24.8,5.8,2.1,4.7,.442,1.0,2.4,.396,0.7,1.1,.600,0.5,2.3,2.8,2.0,0.7,0.3,1.3,1.8
2102,"Dante Maddox, Jr.",XAV,22,17.7,5.8,1.7,4.9,.355,1.1,3.1,.353,1.3,1.6,.778,0.5,1.9,2.3,1.4,0.7,0.2,0.9,1.5
2103,Matthew Sells,TNTCH,22,18.5,5.8,1.6,3.7,.439,1.5,3.3,.438,1.1,1.2,.889,0.1,1.1,1.3,1.3,0.3,0.0,0.7,0.8
2104,Kolby King,BTLR,21,19.7,5.8,1.9,4.4,.435,0.8,2.1,.364,1.2,1.9,.650,0.5,3.8,4.3,2.0,0.7,0.1,1.7,2.1
2105,Tyje Kelton,WAGNR,21,25.4,5.8,2.0,5.7,.345,1.7,4.7,.367,0.2,0.2,1.000,1.0,3.2,4.2,0.7,0.7,0.0,0.5,2.2
2106,Marqui Worthy,UMass,21,17.4,5.8,2.3,5.2,.440,0.2,1.1,.167,1.0,1.5,.688,0.2,1.3,1.5,1.9,0.6,0.2,1.8,1.7
2107,Jacob Dar,RICE,20,16.2,5.8,1.8,4.9,.357,1.0,2.8,.339,1.4,1.8,.750,1.1,2.6,3.7,0.4,0.2,0.5,0.8,0.8
2108,Andrew McConnell,USCU,24,15.9,5.8,1.8,4.4,.400,1.4,3.3,.413,0.9,1.1,.846,0.2,1.2,1.3,0.7,0.4,0.0,1.3,1.8
2109,Kenyon Goodin,BELL,23,20.7,5.8,1.8,4.0,.441,0.7,1.8,.405,1.5,1.9,.791,0.6,2.8,3.3,1.5,0.7,0.1,0.8,1.4
2110,Demetrius Davis,UNCG,23,17.8,5.8,2.2,5.3,.407,0.7,2.8,.266,0.7,1.0,.696,0.9,2.7,3.6,1.3,0.5,0.4,1.1,2.1
2111,Max Weisbrod,UNI,23,20.7,5.8,2.1,4.9,.429,1.4,3.3,.416,0.2,0.3,.714,0.1,1.6,1.7,1.6,0.5,0.0,1.0,1.1
2112,Isaiah Richards,GWU,22,21.4,5.8,2.0,3.9,.500,0.2,1.0,.227,1.6,2.5,.667,2.0,5.2,7.3,1.2,0.7,1.1,1.3,2.7
2113,Chris Howell,UCSD,22,28.5,5.8,1.8,3.8,.482,0.5,1.5,.303,1.7,2.3,.740,1.2,2.5,3.7,2.9,2.2,0.3,1.1,2.8
2114,Jan Vide,LOYMR,22,19.4,5.8,2.4,5.0,.473,0.1,0.3,.333,1.0,1.7,.568,0.6,1.9,2.5,2.4,0.7,0.3,1.9,2.0
2115,Evan Otten,IDHST,21,24.1,5.8,2.4,3.9,.610,0.0,0.1,.500,1.0,1.9,.513,2.3,3.5,5.8,0.3,0.7,2.4,1.2,3.3
2116,Arlandus Keyes,MSMU,21,16.8,5.8,2.0,5.4,.360,1.1,3.5,.315,0.8,1.0,.800,0.2,2.6,2.9,2.1,1.0,0.1,1.6,1.4
2117,Carlos Cortijo,UTM,21,22.3,5.8,2.2,6.1,.357,0.4,2.2,.191,1.0,1.6,.588,0.5,0.7,1.2,2.8,1.0,0.1,1.7,1.7
2118,Eduardo Andre,WVU,20,18.1,5.8,2.5,3.6,.694,0.0,0.0,.000,0.8,1.3,.577,1.2,3.1,4.3,1.1,0.8,1.8,1.0,2.6
2119,Adetokunbo Bakare,STPC,16,15.6,5.8,2.0,4.9,.410,1.3,3.4,.370,0.5,0.5,1.000,0.8,1.6,2.4,0.5,0.8,0.0,0.6,1.3
2120,Cameron Jernigan,CHIST,16,17.4,5.8,2.3,5.3,.440,0.3,1.0,.313,0.8,1.7,.481,1.1,3.0,4.1,0.3,0.6,0.9,1.6,2.9
2121,Jayden Williams,UIW,23,18.4,5.7,2.6,3.8,.678,0.0,0.0,.000,0.6,1.0,.583,2.3,2.5,4.9,0.3,0.9,1.6,0.7,2.4
2122,Demari Williams,HCU,19,17.3,5.7,1.8,4.9,.362,0.3,1.5,.214,1.8,2.2,.854,1.2,1.6,2.7,0.6,0.8,0.1,0.9,1.4
2123,Brock Felder,SUU,22,22.7,5.7,2.4,3.9,.624,0.0,0.1,.000,0.9,1.2,.741,1.8,4.0,5.8,1.0,0.7,2.1,1.1,2.4
2124,Oswin Erhunmwunse,PROV,22,17.8,5.7,2.5,3.5,.714,0.0,0.0,.000,0.7,1.7,.432,2.4,3.2,5.5,0.1,0.4,1.8,1.0,2.7
2125,Ajay Sheldon,OHIO,21,20.0,5.7,2.0,5.0,.400,1.1,3.6,.303,0.6,0.9,.722,0.0,1.6,1.7,1.3,1.2,0.1,0.6,2.0
2126,Jaren Johnson,HWRD,20,22.6,5.7,1.5,4.0,.375,0.6,1.8,.333,2.1,2.4,.894,1.0,2.2,3.2,2.4,0.6,0.1,1.3,2.0
2127,R.J. Smith,COLO,20,21.4,5.7,2.1,4.5,.467,1.2,2.7,.444,0.3,0.6,.545,0.2,2.3,2.5,2.0,0.9,0.1,1.5,1.6
2128,Brady Dunlap,STJ,10,16.3,5.7,2.0,4.3,.465,1.2,3.2,.375,0.5,0.6,.833,0.5,1.7,2.2,0.7,0.4,0.0,0.3,1.6
2129,Garrison Keeslar,CHATT,23,25.9,5.7,2.0,4.4,.446,0.7,2.2,.300,1.1,1.6,.722,1.0,3.3,4.3,2.9,1.3,0.1,0.6,2.3
2130,Mawot Mag,BYU,19,15.9,5.7,2.0,3.7,.535,0.6,1.7,.364,1.1,1.5,.714,0.7,1.1,1.8,0.6,0.7,0.3,0.6,1.7
2131,Kyle Brown,UAPB,19,17.8,5.7,2.3,5.3,.440,0.4,1.8,.200,0.7,1.1,.650,0.9,2.1,3.1,0.8,0.3,0.2,1.0,1.7
2132,Grant Newell,UNT,22,19.7,5.7,2.0,4.2,.467,0.6,1.8,.359,1.1,1.7,.676,1.4,1.7,3.0,0.5,0.6,0.1,0.7,2.0
2133,Sencire Harris,WVU,21,27.2,5.7,2.1,6.0,.354,0.2,2.0,.093,1.2,1.5,.806,0.6,3.8,4.4,1.4,1.8,0.9,1.1,2.4
2134,Philip Byriel,PRIN,21,17.7,5.7,2.0,5.0,.394,1.4,3.9,.366,0.3,0.5,.636,0.6,1.9,2.4,1.0,0.4,0.1,0.8,1.0
2135,Kahlil Singleton,HC,21,18.0,5.7,2.0,5.0,.387,1.3,3.6,.373,0.4,0.6,.750,0.1,1.5,1.6,0.7,0.3,0.0,0.5,0.6
2136,Jamyron Keller,OKST,21,19.5,5.7,1.9,5.5,.336,0.8,3.1,.262,1.1,1.5,.774,0.4,1.7,2.1,1.2,0.7,0.1,0.9,1.7
2137,Kailon Nicholls,NIU,21,22.8,5.7,2.2,6.2,.354,0.8,2.7,.281,0.5,0.8,.647,0.1,1.4,1.5,1.8,0.8,0.1,1.6,2.0
2138,Brayden Reynolds,FDU,23,20.5,5.7,2.0,3.7,.548,0.2,0.9,.200,1.5,2.1,.708,0.7,1.7,2.4,1.7,0.4,0.3,1.3,1.7
2139,Sean Cusano,CHATT,22,16.2,5.6,2.0,4.7,.437,0.8,2.4,.327,0.8,1.2,.654,1.3,3.5,4.7,0.9,0.5,0.6,0.9,2.1
2140,Josh Ingram,LEHI,22,23.9,5.6,1.9,4.4,.427,0.5,1.8,.308,1.4,2.0,.698,0.6,2.4,3.0,1.6,1.0,0.3,1.5,2.3
2141,Davide Poser,NEWHA,22,29.4,5.6,2.0,4.9,.402,1.4,3.6,.392,0.3,0.4,.875,0.5,1.7,2.2,1.6,0.5,0.1,1.7,2.0
2142,Melvyn Ebonkoli,UMKC,24,24.3,5.6,2.4,5.1,.475,0.0,0.0,.000,0.8,1.4,.559,1.9,2.8,4.8,0.7,0.3,0.4,1.1,2.8
2143,Tyonne Farrell,URI,16,20.3,5.6,2.1,4.6,.446,0.4,0.8,.500,1.1,2.4,.474,0.9,2.6,3.6,1.1,0.7,0.2,1.1,1.4
2144,Will Richardson,FORD,8,26.1,5.6,1.6,6.3,.260,1.3,4.5,.278,1.1,1.1,1.000,1.0,2.4,3.4,3.1,1.3,0.0,1.5,2.3
2145,Tyson Commander,L-MD,21,27.4,5.6,2.3,5.1,.458,0.7,2.6,.278,0.2,0.4,.625,0.8,1.8,2.6,1.4,1.4,0.2,0.8,1.5
2146,Jonas Aidoo,ARK,18,17.4,5.6,2.3,4.2,.553,0.0,0.3,.000,0.9,1.6,.586,1.3,2.9,4.3,0.4,0.5,1.2,1.0,1.2
2147,Michael Duax,FGCU,23,21.5,5.6,2.2,4.8,.459,0.1,0.8,.167,1.0,1.5,.686,1.3,2.8,4.1,1.3,1.0,0.3,1.0,2.7
2148,Fidelis Okereke,CSUB,23,21.4,5.6,1.9,3.6,.530,0.0,0.0,.000,1.8,2.6,.695,1.7,2.3,4.0,0.7,0.8,1.2,1.4,3.0
2149,Cam Denson,LBSU,23,21.1,5.6,2.1,4.7,.458,0.4,1.3,.333,0.9,2.3,.389,1.3,2.6,3.9,1.0,0.3,0.3,1.3,2.7
2150,Cam Palesse,CAN,20,27.7,5.6,2.0,4.5,.444,0.8,2.0,.385,0.9,1.1,.810,1.2,3.7,4.9,1.2,0.5,0.2,0.5,1.8
2151,David Dixon,DUQ,22,18.6,5.6,2.2,4.0,.545,0.2,0.6,.308,1.0,1.5,.676,2.0,3.0,5.0,0.6,0.8,1.5,1.7,2.9
2152,Filip Borovicanin,UNM,22,21.0,5.6,2.1,4.7,.452,0.7,2.0,.333,0.6,1.0,.609,1.0,3.8,4.8,1.2,0.8,0.1,1.0,2.2
2153,Isaac Traudt,CREI,22,17.2,5.6,1.9,4.0,.472,1.3,3.2,.414,0.5,0.5,.909,0.7,1.9,2.6,0.4,0.1,0.1,0.4,0.7
2154,Sam Kodi,USI,22,15.8,5.6,2.0,5.3,.376,0.1,0.5,.182,1.5,2.1,.717,0.1,1.8,2.0,2.0,0.5,0.1,1.2,1.2
2155,Evan Ashe,BNGH,22,22.4,5.6,2.2,5.2,.426,0.3,1.5,.188,0.9,1.3,.679,0.9,1.6,2.5,1.3,0.4,0.6,1.5,2.0
2156,Elijah Moore,SYRA,22,16.1,5.6,2.1,5.4,.398,0.9,3.0,.303,0.4,0.5,.750,0.2,1.3,1.5,0.9,0.4,0.0,0.9,0.6
2157,"Davin Cosby, Jr.",WF,17,15.8,5.6,1.9,5.5,.351,1.5,4.9,.313,0.2,0.4,.500,0.3,1.1,1.4,0.9,0.5,0.1,0.6,0.9
2158,Jacob Beccles,COR,19,17.5,5.6,2.1,4.2,.494,0.5,1.7,.313,0.9,1.4,.692,0.6,0.9,1.5,2.0,0.9,0.0,0.9,1.9
2159,Dylan Cardwell,AUB,21,19.9,5.6,2.4,3.7,.654,0.0,0.1,.500,0.7,1.9,.359,2.4,2.7,5.1,1.9,0.9,1.5,0.7,2.3
2160,Szymon Zapala,MCHST,21,15.5,5.6,2.2,3.2,.691,0.0,0.1,.000,1.1,1.7,.657,2.0,2.5,4.5,0.8,0.2,0.8,1.0,2.1
2161,Killian Gribben,MAINE,21,16.5,5.6,2.5,3.5,.703,0.0,0.1,.000,0.6,1.2,.520,1.1,1.9,3.0,0.4,0.4,0.9,0.6,1.7
2162,"Glenn Taylor, Jr.",OKLA,21,22.8,5.6,1.8,4.4,.409,0.7,2.2,.298,1.3,1.6,.794,0.4,2.9,3.2,1.3,0.9,0.4,0.8,1.5
2163,Troy D'Amico,DEP,23,24.7,5.6,1.5,3.5,.420,1.0,2.6,.400,1.6,1.7,.947,0.7,2.2,2.9,1.7,0.3,0.3,1.0,2.0
2164,Brandon Garrison,UK,20,17.9,5.6,2.4,4.6,.511,0.3,0.9,.278,0.6,1.1,.545,1.5,3.0,4.5,2.3,0.7,0.6,1.3,2.1
2165,Ja'Vier Francis,U of H,20,15.6,5.6,2.2,3.7,.589,0.0,0.1,.000,1.3,1.9,.676,2.0,2.1,4.1,0.2,0.6,1.0,0.9,2.1
2166,Dillon Hunter,CLEM,20,21.2,5.6,2.0,4.9,.398,0.8,2.7,.302,0.9,1.4,.607,0.5,2.0,2.5,1.6,1.1,0.1,0.4,2.0
2167,Seth Wilson,AKR,20,16.9,5.6,2.0,5.2,.379,1.6,4.5,.348,0.1,0.1,1.000,0.7,1.3,1.9,1.4,0.7,0.1,0.5,1.4
2168,Austin Swartz,UMFL,20,17.2,5.6,1.9,5.4,.346,1.2,3.9,.299,0.7,0.8,.875,0.0,0.8,0.8,0.7,0.6,0.3,0.7,1.2
2169,Bennie Gealer,STAN,22,18.2,5.5,1.6,5.1,.319,1.1,3.4,.338,1.1,1.3,.893,0.4,1.2,1.5,1.8,0.8,0.0,0.5,1.5
2170,Josh Jones,ORU,22,19.0,5.5,2.2,3.4,.640,0.2,0.5,.364,1.0,1.5,.647,1.1,2.3,3.4,0.7,0.3,0.3,1.8,3.1
2171,Ben Oosterbaan,STTOM,24,15.7,5.5,1.9,3.5,.554,0.8,1.6,.513,0.9,1.2,.750,0.8,2.6,3.4,1.0,0.8,0.3,0.8,1.8
2172,Jake Lemelman,MC,24,15.8,5.5,2.1,5.3,.394,0.9,2.8,.333,0.5,0.6,.786,0.3,1.1,1.3,1.1,0.8,0.0,0.8,1.0
2173,Mike Walz,RICH,21,18.9,5.5,2.0,4.0,.506,0.4,1.0,.450,1.1,1.3,.821,1.6,4.3,6.0,2.1,0.1,0.5,1.3,2.0
2174,Cole Henry,UWYOM,21,17.0,5.5,2.3,3.9,.593,0.0,0.0,.000,1.0,1.9,.500,1.0,2.5,3.5,1.2,0.3,0.3,1.2,2.2
2175,Tyler Rolison,UNR,21,18.3,5.5,1.8,3.7,.494,0.7,1.6,.441,1.2,1.4,.862,0.2,1.6,1.9,1.1,0.8,0.0,1.1,1.9
2176,"Nathan Johnson, Jr.",LIND,23,17.3,5.5,1.9,4.2,.458,0.8,2.1,.388,0.9,1.1,.769,0.7,2.0,2.7,0.3,0.8,0.4,0.5,1.7
2177,Dusty Stromer,ZAGS,23,21.8,5.5,1.9,4.5,.423,1.0,2.8,.354,0.7,0.8,.842,0.4,2.5,2.9,0.9,0.9,0.2,0.8,1.9
2178,Apostolos Roumoglou,RICH,22,26.4,5.5,2.0,6.3,.326,1.2,4.6,.265,0.2,0.4,.444,1.0,4.4,5.3,1.3,0.7,0.7,0.8,2.2
2179,Cooper Campbell,TROY,22,16.4,5.5,1.9,4.1,.456,1.0,2.6,.404,0.7,0.9,.842,0.5,1.0,1.5,1.5,0.5,0.0,0.8,0.6
2180,Sheridan Sharpe,SOILL,18,19.9,5.5,2.1,4.4,.481,0.3,1.0,.333,0.9,1.2,.810,0.2,1.5,1.7,2.4,0.6,0.1,1.2,1.9
2181,Nick Woodard,SB,22,15.9,5.5,2.2,5.7,.392,0.5,2.4,.231,0.5,0.8,.647,0.5,2.3,2.9,0.6,0.4,0.3,0.8,1.5
2182,Devan Cambridge,TXTCH,6,17.3,5.5,2.2,3.7,.591,0.7,1.2,.571,0.5,0.7,.750,1.2,2.3,3.5,0.3,0.3,0.0,1.0,1.5
2183,Julian Brown,SAMF,23,15.4,5.5,1.6,4.5,.359,1.1,3.3,.347,1.1,1.4,.813,0.4,1.5,1.9,0.8,0.5,0.0,0.6,1.2
2184,Jamai Felt,BGSU,21,19.8,5.5,2.0,3.4,.583,0.1,0.4,.250,1.4,2.3,.592,2.6,3.7,6.2,0.3,0.6,1.6,1.1,2.5
2185,Alexis Reyes,QUIN,19,25.4,5.5,1.9,5.8,.336,0.7,2.8,.259,0.8,1.1,.800,1.1,3.7,4.7,1.7,0.9,0.8,2.1,1.8
2186,Reece Robinson,CLEST,19,15.8,5.5,2.2,4.3,.500,0.4,0.8,.438,0.8,1.2,.652,2.3,2.6,4.9,0.7,0.6,0.3,1.3,2.5
2187,Ian Smikle,TULSA,22,20.0,5.5,2.1,4.0,.523,0.0,0.0,.000,1.3,2.4,.538,2.1,3.7,5.8,0.6,0.4,0.3,1.0,2.5
2188,Davon Barnes,MISS,22,20.7,5.5,2.0,5.0,.391,0.5,2.4,.192,1.1,1.5,.750,0.9,2.5,3.3,1.2,1.0,0.3,0.5,2.0
