#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2189,Tom House,FRMN,22,16.2,5.5,1.7,4.7,.369,1.1,3.5,.321,0.9,1.3,.679,0.3,1.7,2.0,1.0,0.5,0.1,0.7,0.9
2190,Malcolm Wilson,QUC,23,21.6,5.4,2.5,4.0,.637,0.0,0.0,.000,0.4,1.7,.225,1.9,3.9,5.7,0.7,0.5,3.6,1.3,2.2
2191,Josh Taylor,TAMUC,23,21.2,5.4,2.0,4.3,.475,0.2,1.0,.217,1.1,1.7,.667,1.0,3.1,4.1,0.9,0.5,1.1,1.1,1.8
2192,Ashton Smith,SODAK,23,15.3,5.4,1.8,2.9,.621,0.0,0.0,.000,1.9,2.8,.662,1.3,2.5,3.8,0.2,0.1,0.9,0.5,2.3
2193,Marvin McGhee IV,CSUB,23,16.6,5.4,1.8,4.2,.433,1.3,2.6,.517,0.4,0.6,.714,0.9,2.7,3.5,0.1,0.4,0.1,0.7,1.7
2194,Trae English,NICH,23,19.5,5.4,2.0,5.3,.369,0.4,1.3,.310,1.1,1.6,.703,0.4,1.3,1.7,2.3,1.1,0.0,1.3,1.4
2195,Isaiah Shaw,VAL,23,15.0,5.4,1.9,4.5,.413,0.8,2.6,.317,0.9,1.2,.714,0.7,1.2,1.9,0.4,0.3,0.1,0.5,0.9
2196,Myles Stute,SOCAR,14,24.9,5.4,1.8,5.4,.333,1.4,4.4,.328,0.4,0.6,.750,0.6,2.1,2.7,1.1,0.4,0.4,0.9,1.6
2197,Javon Ervin,MSMU,21,16.2,5.4,2.0,5.7,.342,0.3,1.7,.200,1.2,1.9,.641,0.9,1.7,2.5,1.0,0.5,0.0,2.0,1.7
2198,Jaylen Jones,OAKL,24,23.6,5.4,1.8,4.9,.368,0.4,1.7,.244,1.4,1.7,.829,0.6,2.5,3.1,3.0,1.1,0.0,1.7,1.1
2199,Niko Rocak,UCD,22,25.5,5.4,1.7,3.5,.481,0.3,1.0,.273,1.8,2.5,.722,2.4,5.5,7.9,1.4,0.8,2.0,1.6,3.0
2200,Moussa Cisse,MEMP,22,18.0,5.4,1.8,3.5,.513,0.0,0.0,.000,1.8,3.7,.481,2.3,3.4,5.7,0.4,0.5,1.5,1.0,2.5
2201,Anthony Finkley,STJOE,22,20.8,5.4,1.7,4.0,.427,1.1,2.5,.455,0.8,1.1,.720,0.8,2.2,3.0,1.4,0.6,0.3,1.0,2.0
2202,J.T. Warren,NSU,22,16.2,5.4,2.0,4.4,.454,0.4,1.4,.290,1.0,1.2,.815,1.6,1.5,3.1,0.4,0.5,0.3,0.6,1.2
2203,Caleb Shaw,GCU,22,16.4,5.4,1.7,4.0,.432,0.7,1.9,.381,1.2,1.8,.692,0.5,1.3,1.8,1.0,0.5,0.1,1.1,1.1
2204,Davian Williams,ALCST,20,19.2,5.4,2.0,5.7,.345,0.8,2.8,.291,0.7,1.1,.636,0.3,1.2,1.4,1.6,1.4,0.2,1.3,1.5
2205,Alex Anderson,TEXSO,10,23.2,5.4,1.7,4.8,.354,0.2,0.6,.333,1.8,3.5,.514,0.9,2.3,3.2,2.0,0.8,0.1,1.0,1.8
2206,Greedy Williams,UNCW,23,19.2,5.4,1.7,3.8,.432,0.2,0.9,.238,1.9,2.6,.729,0.4,1.9,2.3,2.4,0.7,0.0,0.8,1.3
2207,Jordan Mizell,TARST,23,22.9,5.4,1.7,4.0,.424,0.0,0.3,.167,2.0,2.4,.818,1.0,2.2,3.3,1.9,1.4,0.1,1.9,2.2
2208,Joryam Saizonou,UNCG,23,22.4,5.4,2.1,5.3,.390,0.6,2.0,.277,0.7,1.1,.600,0.2,2.1,2.3,2.6,0.7,0.2,1.6,1.3
2209,Kyle Jorgensen,COLST,21,16.1,5.4,1.8,4.2,.432,0.5,1.7,.278,1.3,1.5,.844,0.4,2.0,2.3,1.1,0.2,0.4,0.8,1.6
2210,Max Jusianiec,MC,24,21.5,5.4,1.9,4.7,.411,0.7,2.3,.286,0.9,1.1,.778,0.9,2.2,3.0,1.5,0.4,0.4,0.9,2.5
2211,Divine Ugochukwu,UMFL,19,16.1,5.4,2.0,3.3,.613,0.1,0.6,.167,1.3,2.1,.615,0.4,1.1,1.5,1.8,0.7,0.1,1.3,2.2
2212,Cade Phillips,TENN,22,15.5,5.4,2.2,3.2,.676,0.0,0.0,.000,1.0,1.9,.537,2.0,1.7,3.7,0.8,0.2,1.0,0.6,1.4
2213,Jesus Carralero Martin,BTHCK,22,27.8,5.4,1.9,5.1,.363,0.6,2.3,.275,1.0,1.3,.759,1.2,3.4,4.6,1.6,1.2,1.6,1.8,2.4
2214,Justin Bufford,MTSU,22,24.7,5.4,1.7,5.0,.336,0.7,2.6,.276,1.3,1.9,.683,1.0,2.3,3.3,1.0,0.6,0.5,1.1,2.2
2215,Randy Brady,USA,20,21.7,5.4,1.6,3.5,.457,0.7,1.5,.433,1.5,2.0,.769,0.9,3.1,4.0,2.5,0.9,0.2,1.4,1.8
2216,Timmy Adedire,NCCU,23,26.9,5.3,1.7,5.0,.342,1.0,2.8,.354,1.0,1.4,.688,1.4,2.7,4.1,1.8,1.1,0.1,0.9,2.0
2217,Reis Jones,CHASO,24,19.9,5.3,2.2,3.5,.612,0.0,0.0,.000,1.0,2.4,.414,2.0,3.8,5.9,0.3,0.3,1.3,1.1,3.4
2218,Mike Pajeaud,ALCST,18,26.9,5.3,1.8,5.2,.355,0.1,0.2,.250,1.6,2.2,.725,1.9,2.8,4.8,2.9,0.9,0.6,2.1,2.6
2219,Ryan Archey,COPST,3,19.7,5.3,2.0,9.3,.214,0.0,2.3,.000,1.3,2.0,.667,0.3,1.7,2.0,0.3,0.0,0.3,1.7,1.3
2220,Brandyn Talbot,UTA,22,18.0,5.3,1.8,4.5,.398,1.2,3.2,.380,0.5,0.6,.857,0.4,1.0,1.4,1.3,0.5,0.0,0.6,1.5
2221,Clayton Jackson-Hudson,LIND,22,21.3,5.3,2.0,5.5,.369,0.8,2.5,.304,0.5,0.6,.714,0.6,1.8,2.4,1.4,0.7,0.1,1.3,1.3
2222,Malek Abdelgowad,UMass,20,15.5,5.3,2.0,4.3,.453,0.2,0.7,.231,1.3,1.7,.758,1.5,3.9,5.4,0.8,0.7,0.3,1.3,1.8
2223,Bendji Pierre,SAND,20,19.9,5.3,1.9,7.0,.266,1.2,4.5,.256,0.5,0.6,.818,1.2,1.9,3.0,0.9,0.6,0.3,1.1,1.1
2224,Ismael Plet,RMU,24,16.1,5.3,2.0,4.0,.510,0.0,0.0,.000,1.2,2.1,.580,1.7,1.8,3.5,0.5,0.2,0.3,0.8,2.0
2225,Chico Johnson,USCU,24,19.0,5.3,1.9,5.4,.349,0.8,2.8,.288,0.8,1.2,.643,0.3,1.2,1.5,0.7,0.4,0.3,1.2,1.4
2226,Caleb Foster,DUKE,21,16.5,5.3,1.9,5.0,.385,0.7,2.4,.300,0.8,1.2,.615,0.4,1.4,1.8,1.5,0.7,0.1,0.9,1.0
2227,Antwan Robinson,CSFUL,21,20.3,5.3,1.7,6.0,.280,0.9,4.3,.200,1.1,1.2,.885,0.6,1.9,2.4,0.5,0.6,0.0,0.8,1.6
2228,Oakland Fort,NAU,22,18.8,5.3,2.1,5.0,.431,0.7,2.3,.320,0.3,0.3,.857,0.3,1.8,2.0,2.3,0.8,0.1,0.6,1.2
2229,J.J. Traynor,DEP,22,16.0,5.3,2.1,3.5,.590,0.4,1.1,.360,0.7,1.0,.682,0.8,2.2,3.0,0.5,0.3,0.4,0.7,1.1
2230,Julian Bowie,BOISE,20,16.1,5.3,1.8,4.4,.402,1.2,3.0,.400,0.6,0.6,.917,0.1,2.1,2.2,1.2,0.3,0.1,0.7,0.7
2231,"Joe Munden, Jr.",NIU,16,20.7,5.3,1.8,5.1,.354,0.8,2.6,.310,0.8,1.3,.650,0.8,2.5,3.3,0.9,0.9,0.2,1.1,2.3
2232,Jameel Brown,TEM,8,15.9,5.3,1.5,3.9,.387,1.3,3.4,.370,1.0,1.3,.800,0.3,1.6,1.9,0.6,1.0,0.1,0.4,1.1
2233,Tyler Shirley,FAMU,4,22.0,5.3,2.0,5.5,.364,0.5,2.3,.222,0.8,1.3,.600,0.8,3.5,4.3,1.3,0.8,0.0,1.8,3.0
2234,Jakub Necas,DUQ,21,22.6,5.2,1.7,4.7,.367,0.6,2.3,.271,1.2,1.7,.714,1.4,2.6,4.0,1.3,0.6,0.6,1.0,3.0
2235,Trey Deveaux,WIU,21,19.1,5.2,2.0,5.6,.347,0.2,1.2,.154,1.1,1.5,.774,1.4,2.3,3.8,0.7,0.6,0.3,1.2,1.3
2236,Justice Ajogbor,STJOE,22,20.7,5.2,2.1,3.6,.588,0.0,0.0,.000,1.0,1.8,.525,1.6,2.6,4.2,0.7,0.5,2.1,1.1,1.8
2237,Chris Arias,JAC,22,20.2,5.2,1.8,4.6,.392,1.2,3.0,.415,0.4,0.6,.615,0.8,1.6,2.4,0.4,0.5,0.3,1.0,0.6
2238,Myles Colvin,PURD,22,18.1,5.2,1.9,4.9,.393,1.0,3.3,.301,0.4,0.7,.600,0.5,2.0,2.5,0.5,0.7,0.2,0.7,1.8
2239,Lazar Stefanovic,UCLA,22,16.6,5.2,1.8,4.4,.417,0.8,2.3,.353,0.8,0.8,.944,0.6,1.0,1.7,0.6,0.7,0.0,0.7,1.5
2240,Brady Shoulders,MER,23,24.0,5.2,1.9,4.7,.394,0.8,2.7,.286,0.7,1.1,.640,1.4,4.3,5.7,1.2,1.2,0.1,1.0,2.4
2241,Tay Mosher,TAMUC,23,15.8,5.2,2.0,5.0,.388,0.9,3.0,.294,0.4,0.7,.588,0.3,2.2,2.6,0.7,0.6,0.2,1.3,1.4
2242,Keith Lamar,SFA,20,17.3,5.2,2.0,5.8,.348,0.8,3.1,.246,0.5,1.3,.346,0.5,1.7,2.2,1.0,0.3,0.3,0.8,1.4
2243,P.J. Edwards,GRAMB,20,17.5,5.2,1.9,5.1,.363,0.9,2.7,.321,0.7,1.1,.591,0.7,1.4,2.1,0.5,0.4,0.2,0.9,1.3
2244,Rueben Chinyelu,FLA,21,19.6,5.2,2.3,4.0,.578,0.0,0.0,.000,0.6,1.1,.542,2.4,4.6,7.0,0.9,0.6,1.0,1.0,2.5
2245,Osiris Grady,UVU,21,17.7,5.2,2.2,5.0,.452,0.2,0.9,.211,0.5,1.0,.524,0.8,2.0,2.8,1.0,0.1,0.4,1.0,1.4
2246,Tunde Fasasi,LASAL,22,18.5,5.2,1.9,4.4,.427,0.8,2.5,.309,0.7,0.9,.750,0.8,1.7,2.5,0.7,0.5,0.4,0.5,1.6
2247,Cameron Sparrow,COPST,22,20.6,5.2,1.5,4.3,.358,0.5,1.9,.262,1.6,2.4,.660,1.2,1.5,2.8,1.2,1.2,0.1,1.1,2.6
2248,Danilo Dozic,PEPP,17,19.4,5.2,1.8,4.8,.370,0.8,2.5,.333,0.8,1.1,.778,0.5,2.1,2.5,0.5,0.4,0.6,0.5,1.4
2249,Kade Ruegsegger,MRHD,23,21.1,5.2,1.6,4.7,.336,1.0,3.4,.308,1.0,1.3,.793,1.0,2.4,3.3,0.9,0.4,0.1,0.5,1.1
2250,Keenan Garner,IUI,24,19.0,5.2,1.6,3.8,.433,0.1,0.5,.231,1.8,2.8,.642,1.8,2.9,4.6,1.0,0.9,0.1,1.0,1.6
2251,Michael Thomas,LA,19,19.8,5.2,1.8,4.9,.376,0.7,2.5,.292,0.7,0.8,.933,0.3,1.5,1.8,2.4,0.7,0.2,1.5,1.5
2252,Teyvien Barbour,HAR,19,17.6,5.2,1.6,4.4,.369,1.2,3.8,.301,0.7,0.8,.933,0.3,1.7,2.0,0.4,0.4,0.0,0.6,1.9
2253,Jared Billups,GMU,20,27.1,5.2,1.7,4.3,.400,0.3,1.4,.185,1.5,2.0,.769,2.1,4.4,6.4,1.9,1.2,0.4,1.0,2.4
2254,Justin Amadi,TULSA,20,17.9,5.2,1.9,3.3,.561,0.0,0.0,.000,1.5,2.5,.580,1.6,2.3,3.9,0.2,0.6,0.4,0.8,1.7
2255,Landyn Jumawan,NSU,22,17.9,5.1,1.6,4.3,.379,1.3,3.3,.403,0.5,0.8,.706,0.2,1.5,1.7,1.0,0.6,0.0,0.5,1.7
2256,Josh Farmer,TEXSO,15,15.6,5.1,1.9,4.4,.424,0.1,0.6,.111,1.3,1.9,.714,0.9,2.5,3.4,0.5,0.7,0.5,1.3,2.6
2257,Isaiah Sy,ORST,23,17.7,5.1,1.7,4.6,.377,1.1,3.7,.294,0.6,0.7,.867,0.4,1.4,1.8,1.1,0.3,0.2,0.6,1.5
2258,Josh Pickett,DEN,24,18.4,5.1,1.4,3.2,.442,0.4,1.5,.257,1.9,2.5,.780,0.8,1.6,2.4,0.5,0.4,0.0,0.8,2.2
2259,Ife West-Ingram,RIDER,16,16.4,5.1,2.4,4.1,.585,0.0,0.1,.000,0.4,0.8,.462,1.4,2.1,3.4,1.1,0.2,0.3,1.2,2.3
2260,Andre Mulibea,CCU,17,17.3,5.1,1.9,4.3,.452,0.9,2.5,.372,0.3,0.6,.500,0.9,2.4,3.4,0.9,0.2,0.1,0.8,1.3
2261,Joseph Yesufu,WVU,18,16.4,5.1,1.8,4.2,.427,0.9,2.5,.356,0.7,0.9,.706,0.2,1.5,1.7,0.5,0.6,0.1,0.6,1.7
2262,Sebastian Rancik,COLO,20,15.5,5.1,1.6,3.7,.432,0.6,1.7,.353,1.3,2.0,.650,0.5,1.7,2.2,0.4,0.4,0.3,0.8,0.9
2263,Augusto Cassia,BTLR,10,15.4,5.1,1.6,2.4,.667,0.3,0.7,.429,1.6,1.9,.842,0.6,2.5,3.1,0.8,0.3,0.8,0.7,2.7
2264,Mike Loughnane,DAV,21,24.5,5.1,1.8,4.0,.458,1.0,2.6,.407,0.4,0.6,.750,0.1,2.3,2.4,2.7,0.7,0.2,1.0,1.6
2265,Jackson Hicke,PRIN,21,15.2,5.1,1.9,4.0,.471,0.4,1.0,.364,0.9,1.1,.792,1.1,1.5,2.6,0.9,0.7,0.4,1.0,1.6
2266,Lachlan Brewer,CSUS,21,24.0,5.1,1.9,4.0,.464,1.1,2.6,.426,0.3,0.7,.400,0.6,2.0,2.7,1.1,0.7,0.1,1.0,1.9
2267,Shey Eberwein,SODAK,21,16.5,5.1,1.7,3.7,.455,0.5,1.5,.323,1.3,2.1,.614,0.5,0.8,1.3,1.0,0.4,0.3,0.6,1.7
2268,C.J. Hyland,WCU,21,21.7,5.1,1.8,5.6,.322,0.7,2.8,.237,0.8,1.0,.773,0.5,1.8,2.3,2.0,0.8,0.0,1.5,2.0
2269,Bryce Cash,QUC,22,26.6,5.1,2.0,5.3,.368,0.1,0.8,.176,1.0,1.9,.561,1.4,3.2,4.6,4.1,1.2,0.1,2.0,1.8
2270,R.J. Blakney,ODU,22,21.7,5.1,1.9,5.1,.375,0.3,1.8,.175,1.0,1.9,.500,1.5,3.0,4.5,1.0,0.9,0.5,0.8,1.7
2271,Will Hornseth,UNI,23,15.3,5.1,2.2,3.2,.699,0.0,0.1,.000,0.7,1.1,.600,1.2,1.3,2.5,0.8,0.3,0.3,0.5,0.8
2272,Solomon Callaghan,WRST,23,19.8,5.1,1.7,5.0,.339,0.8,2.3,.340,0.9,1.2,.778,0.3,1.3,1.6,1.0,0.4,0.0,0.8,1.0
2273,Saliou Seye,AAMU,18,17.0,5.1,1.9,4.3,.436,0.2,1.2,.143,1.1,1.9,.588,1.7,2.2,3.9,0.7,0.8,0.8,1.3,2.7
2274,George Smith,PENN,19,20.1,5.1,1.7,4.1,.423,0.9,2.5,.354,0.7,1.0,.684,0.6,1.4,2.0,1.3,0.4,0.0,0.6,1.1
2275,Eugene Brown III,GASO,19,23.3,5.1,1.7,5.3,.327,0.9,3.3,.274,0.7,0.9,.765,1.1,2.6,3.7,0.6,0.6,0.3,1.0,1.6
2276,Guzman Vasilic,POLY,21,16.6,5.0,1.8,3.9,.457,1.0,2.6,.382,0.5,0.7,.786,0.6,1.8,2.4,0.7,0.2,0.1,1.1,1.0
2277,Justin Thomas,FLAST,22,21.8,5.0,1.8,4.2,.435,0.9,2.4,.365,0.5,0.9,.632,0.5,1.8,2.3,1.8,1.2,0.3,1.0,2.1
2278,Ryan Mabrey,QUIN,22,16.4,5.0,1.6,5.1,.313,1.1,3.6,.316,0.7,1.0,.696,0.2,1.0,1.2,1.1,0.4,0.0,0.7,1.0
2279,Isaac Ondekane,OMAHA,24,16.2,5.0,1.9,3.3,.570,0.0,0.0,.000,1.3,2.4,.544,1.3,2.2,3.5,0.5,0.3,0.3,1.3,2.7
2280,Solomon Washington,TAMU,20,22.2,5.0,1.6,4.3,.365,0.4,1.5,.233,1.6,2.0,.795,2.6,3.3,5.8,1.1,0.7,1.2,1.1,2.3
2281,Roger McFarlane,BOS,21,23.5,5.0,1.9,5.1,.364,0.5,1.9,.256,0.8,1.3,.607,1.4,3.4,4.8,0.7,0.7,0.3,0.7,1.4
2282,Kayden Carter,WIU,22,19.5,5.0,2.1,3.7,.573,0.0,0.0,.000,0.7,1.1,.640,1.4,1.7,3.1,1.0,0.5,0.4,0.8,1.7
2283,Kiran Oliver,MORST,23,15.2,5.0,2.0,4.0,.500,0.4,1.6,.250,0.6,0.9,.700,1.0,2.0,3.0,0.8,0.4,0.2,0.7,1.9
2284,Jackson Threadgill,APPST,22,25.9,5.0,1.9,5.0,.382,0.6,2.4,.264,0.5,0.6,.857,0.3,2.1,2.4,1.3,0.7,0.3,1.0,1.3
2285,Deng Mayar,UND,21,18.9,5.0,2.0,4.5,.432,0.5,1.6,.294,0.6,0.9,.722,1.3,2.7,4.0,0.4,0.6,0.1,0.9,2.3
2286,Paul Djobet,UMFL,21,16.3,5.0,1.8,4.0,.446,0.4,1.0,.409,1.0,1.2,.846,1.0,1.6,2.6,1.0,0.6,0.3,1.2,1.6
2287,Matus Hronsky,DUQ,22,16.0,5.0,1.9,4.8,.387,1.2,3.1,.382,0.1,0.1,.667,0.4,1.4,1.8,0.8,0.6,0.0,0.7,1.2
2288,Devin Ree,LATCH,21,19.5,5.0,1.6,4.6,.351,1.0,3.2,.294,0.8,1.0,.850,0.8,2.6,3.4,0.2,0.3,0.2,0.8,2.7
2289,Walter Hamilton,MVSU,11,18.5,5.0,1.7,3.6,.475,0.0,0.4,.000,1.5,1.7,.895,1.6,1.7,3.4,0.5,0.6,0.2,1.1,1.9
2290,Ola Ajiboye,TNTCH,23,18.3,5.0,2.1,3.8,.552,0.0,0.0,.000,0.8,1.7,.450,1.4,2.2,3.6,1.3,0.7,1.1,1.0,2.2
2291,"Damien Mayo, Jr.",SOILL,23,23.7,5.0,1.9,4.7,.411,0.4,1.3,.300,0.7,1.0,.708,1.0,2.0,3.0,2.1,0.7,0.3,1.4,2.5
2292,Matt Nicholson,NWU,22,23.6,5.0,1.8,3.0,.615,0.0,0.0,.000,1.3,2.5,.518,2.2,3.3,5.5,1.2,0.6,1.2,0.7,2.1
2293,Julian Larry,TEXAS,22,21.7,5.0,1.5,3.6,.425,0.5,1.4,.333,1.4,1.6,.886,0.2,1.4,1.6,3.8,0.7,0.1,1.7,1.9
2294,Brooklyn Hicks,UNLV,22,18.5,5.0,2.0,4.3,.457,0.4,1.6,.229,0.7,1.4,.500,1.1,1.8,3.0,1.0,0.8,0.0,0.9,1.5
2295,Jerald Colonel,NSU,21,19.9,5.0,2.3,4.0,.578,0.0,0.0,.000,0.4,1.2,.308,2.1,3.3,5.4,1.0,0.8,2.5,0.6,2.4
2296,Luis Kortright,UWASH,18,17.3,4.9,1.8,5.2,.344,0.5,2.3,.214,0.9,1.7,.533,0.2,1.8,1.9,1.8,0.3,0.2,0.9,1.1
2297,Darius DeAveiro,VAL,23,22.7,4.9,1.5,4.2,.354,0.8,2.7,.311,1.1,1.4,.788,0.3,2.1,2.5,2.5,1.0,0.1,1.1,1.5
2298,Davontae Hall,UMKC,23,16.6,4.9,1.6,4.4,.366,0.4,1.7,.237,1.3,1.6,.811,0.1,1.3,1.4,3.0,1.0,0.1,1.6,1.0
2299,Myles Thompson,SIUE,23,18.6,4.9,2.2,5.2,.417,0.1,0.1,.667,0.5,2.0,.239,1.6,2.4,4.0,0.8,0.6,0.3,1.0,2.2
2300,Andersson Garcia,TAMU,22,23.2,4.9,1.6,3.3,.486,0.4,1.5,.273,1.3,2.0,.659,2.1,3.5,5.7,1.2,1.0,0.8,0.8,2.5
2301,Jasteven Walker,ALAST,22,16.2,4.9,1.9,4.8,.390,0.6,1.9,.310,0.6,1.2,.500,1.4,2.0,3.4,0.3,0.3,0.5,0.3,2.4
2302,P.J. Eason,GRAMB,21,22.4,4.9,2.1,4.6,.464,0.0,0.0,.000,0.6,1.3,.464,1.9,3.5,5.4,0.7,0.9,1.3,1.5,2.5
2303,Jalen Breazeale,MRHD,19,17.9,4.9,1.6,4.5,.349,0.5,2.2,.220,1.3,1.7,.750,0.1,0.9,1.1,2.0,0.5,0.1,1.3,0.8
2304,Jake Goldberg,NJIT,8,20.1,4.9,1.8,3.8,.467,1.0,2.5,.400,0.4,0.8,.500,0.5,1.4,1.9,0.4,0.4,0.4,0.8,1.8
2305,Mekhi Collins,NICH,23,19.2,4.9,2.2,3.1,.704,0.0,0.0,.000,0.5,1.3,.387,2.2,3.5,5.7,0.3,0.5,0.8,0.7,2.5
2306,Camden Heide,PURD,22,20.2,4.9,1.5,3.2,.451,0.7,2.1,.319,1.3,1.5,.848,0.9,2.6,3.5,0.5,0.4,0.3,0.3,1.5
2307,Jarin Stevenson,UA,22,18.1,4.9,1.5,4.2,.366,0.7,2.8,.242,1.1,2.0,.558,1.0,2.5,3.5,0.9,0.5,0.7,0.9,1.9
2308,Kerwin Walton,TXTCH,21,17.3,4.9,1.6,4.0,.393,1.3,3.2,.418,0.4,0.5,.800,0.3,0.9,1.1,0.5,0.1,0.1,0.3,1.1
2309,Tamarion Hoover,JKSN,18,15.3,4.8,1.8,3.7,.478,0.7,1.8,.394,0.6,0.6,.909,0.9,2.2,3.1,0.4,0.2,0.1,0.4,0.7
2310,Raymond Espinal-Guzman,HEART,12,16.8,4.8,1.8,3.9,.447,0.2,1.0,.167,1.2,1.5,.778,1.7,2.8,4.5,0.9,0.3,0.3,0.7,2.0
2311,Dylan Williams,PENN,18,18.2,4.8,1.6,4.7,.341,1.0,2.9,.346,0.6,0.9,.647,0.2,1.1,1.2,1.2,0.4,0.1,1.2,1.4
2312,Tyler Doyle,BELL,23,20.5,4.8,2.0,3.5,.580,0.2,0.8,.278,0.5,0.6,.857,0.7,1.9,2.6,1.5,0.4,0.0,1.1,1.2
2313,Tekao Carpenter,APSU,23,22.3,4.8,1.5,4.9,.313,1.3,4.2,.323,0.4,0.6,.714,0.5,1.4,2.0,0.8,0.7,0.1,0.7,1.8
2314,Jawarie Hamelin,NEWHA,17,21.9,4.8,1.8,5.4,.337,0.6,2.4,.275,0.5,0.6,.818,0.2,1.9,2.1,2.7,1.1,0.3,3.1,2.6
2315,Brandon Love,UNR,22,15.0,4.8,1.7,2.7,.644,0.0,0.0,.000,1.4,2.2,.612,1.0,1.9,2.9,0.4,0.6,0.7,1.0,2.2
2316,Christian Fermin,VCU,21,20.4,4.8,2.1,3.6,.592,0.0,0.0,.000,0.5,1.1,.458,1.6,1.4,3.0,0.7,0.2,1.3,0.7,2.2
2317,Kalil Camara,BTHCK,21,18.4,4.8,1.6,4.6,.344,0.8,3.0,.250,0.9,1.2,.731,1.7,1.9,3.5,0.7,1.1,0.1,0.8,2.1
2318,Evan Phelps,TAMUC,21,24.8,4.8,1.6,4.7,.333,1.0,3.0,.333,0.7,1.2,.560,0.2,1.0,1.3,2.0,1.4,0.3,1.9,2.0
2319,Curtis Givens,LSU,21,16.2,4.8,1.6,5.7,.275,1.0,3.8,.253,0.7,1.0,.682,0.3,1.2,1.5,1.4,0.3,0.0,1.2,1.2
2320,Max Murrell,UCSB,19,18.7,4.8,1.7,5.0,.337,1.1,3.9,.270,0.4,0.5,.778,0.5,1.9,2.4,1.0,0.3,0.4,0.8,1.7
2321,Jack Kostel,CHATT,23,16.0,4.8,1.7,3.7,.452,1.0,2.4,.393,0.5,0.7,.750,0.4,2.2,2.6,1.2,0.5,0.1,0.6,0.5
2322,Caelum Swanton-Rodger,ODU,22,18.4,4.8,1.9,3.5,.538,0.0,0.1,.000,1.0,1.7,.553,1.5,2.5,4.0,0.8,0.3,1.6,1.5,2.6
2323,Taine Murray,UVA,22,19.4,4.8,1.8,3.9,.459,0.7,1.5,.471,0.5,0.7,.733,0.2,1.4,1.6,1.7,0.3,0.2,1.0,1.4
2324,Mike Wilson,CSUS,17,18.0,4.8,1.3,3.4,.386,0.8,2.4,.350,1.4,1.7,.793,0.8,2.6,3.4,0.9,0.8,0.1,0.8,1.6
2325,Jace Roquemore,UVM,17,24.1,4.8,1.5,4.4,.338,0.8,3.1,.269,1.0,1.4,.739,0.4,2.2,2.5,1.6,0.5,0.1,0.9,0.6
2326,Chris Manon,VANDY,21,16.7,4.8,1.7,3.4,.500,0.2,1.0,.182,1.1,1.5,.774,1.3,1.8,3.1,1.3,1.6,1.0,0.5,2.4
2327,Juslin Bodo,HP,24,21.4,4.8,1.8,3.0,.606,0.0,0.0,.000,1.2,2.0,.583,3.2,5.0,8.3,0.2,0.7,1.3,0.7,2.3
2328,"Trent Middleton, Jr.",DEL,20,17.9,4.8,1.6,4.3,.372,0.3,1.6,.194,1.3,1.5,.833,0.4,2.3,2.7,2.0,0.8,0.1,1.0,2.0
2329,Bryce Zephir,MTSTU,20,16.9,4.8,1.9,3.8,.493,0.4,1.2,.292,0.7,1.1,.636,0.4,1.4,1.8,1.8,0.6,0.1,1.5,1.4
2330,Tyler Beard,CSUN,22,18.3,4.7,1.8,4.4,.406,0.6,1.6,.389,0.5,0.7,.750,0.4,2.5,2.8,2.7,0.8,0.1,1.6,1.2
2331,Blake Barker,USMA,22,21.6,4.7,1.6,4.5,.357,0.9,3.0,.292,0.7,1.0,.682,0.6,2.1,2.7,1.0,0.7,0.0,0.5,1.2
2332,Carson Cooper,MCHST,21,15.2,4.7,1.7,2.8,.621,0.0,0.0,.000,1.3,1.7,.771,1.1,3.2,4.3,0.6,0.1,0.8,0.6,2.0
2333,Rich Smith,ACU,21,19.8,4.7,1.5,3.0,.516,0.0,0.0,.000,1.7,2.8,.593,0.2,1.8,2.0,2.4,1.0,0.2,1.5,2.5
2334,Bowen Born,COLST,21,15.8,4.7,1.6,4.3,.363,0.8,2.7,.304,0.8,0.8,.941,0.3,1.3,1.6,1.8,0.6,0.0,0.9,1.5
2335,"Anthony Arrington, Jr.",WOFF,21,16.4,4.7,1.8,5.1,.343,0.9,3.3,.257,0.3,0.5,.636,1.2,1.1,2.3,1.1,0.5,0.1,0.9,1.7
2336,"Larry Hughes, Jr.",STLOU,7,15.0,4.7,1.7,4.3,.400,1.3,3.7,.346,0.0,0.0,.000,0.3,1.9,2.1,0.7,0.1,0.3,0.4,2.3
2337,Isaiah Gaines,RADF,24,19.8,4.7,1.5,3.0,.500,0.1,0.5,.182,1.6,2.4,.684,2.1,3.1,5.2,1.2,0.3,0.7,1.0,2.3
2338,Christ Essandoko,PROV,17,15.5,4.7,1.8,3.6,.500,0.2,0.7,.250,0.9,1.8,.500,1.0,3.2,4.2,0.6,0.2,0.8,1.2,1.5
2339,Ryan Mela,PROV,19,16.1,4.7,1.8,4.3,.420,0.2,0.7,.214,0.9,1.5,.621,0.8,3.8,4.7,1.6,0.6,0.1,1.1,1.2
2340,Caleb Furst,PURD,22,17.0,4.7,1.5,2.5,.571,0.0,0.0,.000,1.8,2.6,.672,1.3,1.7,3.0,0.4,0.7,0.3,0.8,2.1
