Rank,Player Name,Team,Pos,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO
2542,Chase McKey,WCU,F,27,16.9,3.9,1.6,3.2,48.8,0,0,0,0.7,1,71.4,3.9,0.8,0.4,0.1,1.1
2543,Ben Knostman,LEH,G,27,20,3.9,1.4,3.1,45.2,0.6,1.7,37.8,0.4,0.7,55,2.7,2.9,0.9,0.1,1.3
2544,Kael Combs,DRKE,G,26,12.8,3.8,1.5,2.8,54.2,0.1,0.5,15.4,0.8,1,76.9,1.8,0.8,0.3,0.1,0.9
2545,Kaspar Sepp,VAL,F,31,19.7,3.8,1.4,3,47.8,0.3,0.9,32.1,0.7,1,73.3,5.9,1.5,0.3,0.2,0.9
2546,Devan Sapp,UMBC,G,30,11.6,3.8,1.4,3.5,39.6,0.7,2.3,31.4,0.3,0.4,81.8,1.2,0.5,0.2,0,0.6
2547,Shilo Jackson,AMCC,C,24,10.2,3.8,1.5,2.4,60.3,0,0.1,33.3,0.9,1.3,65.6,2.5,0.3,0.3,0.5,0.7
2548,Sam Silverstein,CBU,G,28,25.4,3.8,1.4,3.5,38.4,0.2,1.1,16.1,0.9,1.3,70.3,5.6,1.4,1.1,0.6,1.2
2549,Zach Kraft,UND,G,28,11,3.8,1.4,3.1,43.7,1,2.6,39.7,0.1,0.1,50,0.6,0.4,0.2,0,0.4
2550,Nils Cooper,UCD,G,27,16.9,3.8,1.3,2.6,50,0,0.4,10,1.2,1.6,76.2,3.2,0.6,0.5,0.1,0.4
2551,Oscar Berry,UNF,G,32,22,3.8,1.4,3.2,43.7,0.9,2.3,37.3,0.1,0.3,36.4,2.2,1.1,0.8,0.2,0.5
2552,Isaac Lindsey,SDST,G,26,13.7,3.8,1.2,3.3,37.6,1,2.5,39.1,0.4,0.6,66.7,1.1,0.6,0.3,0,0.8
2553,Tyler Rice,HAMP,G,26,12.8,3.8,1.3,3.2,39.3,0.5,1.5,30,0.8,0.9,91.3,1,1.3,0.5,0,0.8
2554,Braden Appelhans,UNM,G,26,11,3.8,1.2,3,40.3,1,2.4,43.5,0.4,0.5,76.9,0.8,0.5,0.3,0.2,0.2
2555,Lee Dort,CAL,F,29,14.3,3.8,1.4,2.4,60.9,0,0,0,0.9,1.6,57.8,4.8,0.5,0.3,0.8,1
2556,Sam Lecholat,MTST,F,29,17.7,3.8,1.1,2.9,39.3,0.5,1.7,30.6,1,1.3,74.4,2.9,0.8,0.5,0.6,0.8
2557,Jermaine Washington,SJSU,G,29,18.8,3.8,1.4,3.4,41.4,0.7,2.1,31.7,0.3,0.6,56.3,1.5,1,0.5,0,0.9
2558,Cameron Tweedy,FDU,F,24,11.5,3.8,1.5,3.3,43.8,0,0,0,0.9,1.5,58.3,3.2,0.5,0.4,0.1,0.7
2559,Tank Byard,RID,F,24,11.3,3.8,1.5,2.8,54.4,0,0,0,0.7,1,73.9,2.7,0.5,0.3,0.4,0.6
2560,Luka Tarlac,CP,G,23,15,3.8,1.4,2.7,52.4,0,0.3,0,0.9,1.3,67.7,2.6,1.5,1.3,0.6,1.8
2561,Ryan Jolly,WIN,G,27,11.7,3.8,1.2,2.8,42.1,0.6,1.7,31.9,0.9,1,85.2,0.7,0.9,0.6,0,0.8
2562,Messiah Jones,TOW,F,31,17.5,3.8,1.4,3.1,45.8,0.1,0.6,15.8,0.8,1.2,68.4,3.9,1.1,0.8,0.3,0.8
2563,Blake Barker,ARMY,G,30,20.6,3.8,1.3,3.8,33,0.7,2.4,27.8,0.6,0.8,70.8,2.7,1.1,0.6,0.1,0.4
2564,Andrés Marrero,LAS,G,25,15,3.8,1.2,4.1,30.4,0.6,2.3,25.9,0.7,0.8,85,1.8,1.2,0.6,0.1,0.5
2565,Tyler Ringgold,TULN,F,25,11.3,3.8,1.4,3.1,44.9,0.2,0.9,18.2,0.8,1.1,71.4,2.7,0.2,0.2,0.4,0.6
2566,Hunter Erickson,UTAH,G,29,18.6,3.8,1.1,2.8,40.2,0.8,2.2,36.5,0.7,0.8,90.9,1.6,1.6,0.6,0.3,0.9
2567,Assane Diop,COLO,F,29,15.6,3.8,1,2.9,35.7,0.1,0.8,17.4,1.6,1.9,80.4,4,0.9,0.3,0.1,1.2
2568,Isaiah Jackson,DRKE,G,29,20.8,3.8,1.3,3.4,38.8,0.2,1,17.9,1,1.4,66.7,3.5,2,0.9,0.1,1.2
2569,Emory Lanier,RICE,G,28,17.2,3.8,1.1,3.6,29.4,0.5,2,24.6,1.1,1.5,72.1,2.1,1,0.7,0.2,1.1
2570,Ruben Rodriguez,RID,G,28,23.3,3.8,1.4,4.7,28.8,0.5,1.9,24.5,0.6,1,59.3,2.6,3,0.8,0.1,1.4
2571,Austin Green,TXST,F,28,12.8,3.8,1.4,2.7,50,0,0,0,1,1.7,60.4,2.8,0.3,0.2,0.2,0.3
2572,Silas Sunday,HOF,F,31,13.9,3.7,1.7,2.6,65,0,0,0,0.4,0.6,60,4.1,0.5,0.3,1,1.1
2573,Trent Perry,UCLA,G,27,11.6,3.7,1,2.7,37,0.4,1.1,33.3,1.4,1.6,84.1,1.8,0.7,0.6,0.1,0.5
2574,Isaac Harrell,ELON,F,30,20.8,3.7,1.2,3.1,39.8,0.7,2.1,34.4,0.5,0.8,64,3.9,0.4,0.6,0.2,0.7
2575,Kaden Stuckey,VMI,F,30,13.1,3.7,1.4,2.7,52.5,0,0.2,20,0.9,1.3,69.2,2.8,0.5,0.3,0.5,0.8
2576,Keon Ambrose-Hylton,SMU,F,29,12,3.7,1.6,2.9,53.6,0.1,0.6,25,0.5,0.8,58.3,2.3,0.4,0.1,0.3,0.5
2577,Arrinten Page,CIN,F,29,9.5,3.7,1.3,2.7,49.4,0.1,0.3,44.4,0.9,1.4,63.4,2.5,0.4,0.3,0.5,0.7
2578,Dok Muordar,MONM,C,29,14.6,3.7,1.4,2.5,54.8,0,0,0,1,1.2,77.8,3.4,0.3,0.2,1.2,0.6
2579,Xavier Amos,WIS,F,29,9.9,3.7,1.2,3.2,38.7,0.6,1.8,32.7,0.7,0.9,73.1,1.7,0.4,0.2,0.2,0.6
2580,Tim Oboh,BUF,C,29,12.2,3.7,1.3,3.1,43.8,0.1,0.4,25,0.9,1.5,62.8,2.2,0.2,0.3,0.3,0.9
2581,Miles Stewart,HOW,F,28,10.5,3.7,1.4,2.3,62.5,0,0,100,0.8,1.3,62.2,2.4,0.8,0.4,0.4,1
2582,Tommy Kamarad,WIN,F,28,13,3.7,1.4,3.1,43.7,0.5,1.9,24.1,0.5,1,51.7,2.6,0.5,0.6,0.4,0.4
2583,N'famara Dabo,BRWN,F,24,17,3.7,1.4,2.5,55.7,0,0,0,0.9,1.8,47.7,4.3,0.5,0.3,1.7,0.7
2584,Elijah Thomas,EWU,G,24,14.8,3.7,1.2,2.9,40,0.8,2.3,32.7,0.6,0.9,68.2,1.3,0.5,0.4,0.4,0.3
2585,Nic Book,UPST,F,30,15.3,3.7,1.7,3.1,53.2,0,0.1,0,0.4,0.8,44,3.9,0.8,0.3,0.3,0.8
2586,Ben Shtolzberg,UCSB,G,29,13.2,3.7,1.2,2.2,53.1,0.1,0.4,25,1.2,1.3,94.7,1.9,1.5,0.3,0.1,0.6
2587,Davis Molnar,FUR,F,29,11.1,3.7,1.4,2.9,50.6,0.2,0.6,27.8,0.6,0.7,90,2.9,1.2,0.6,0.1,0.8
2588,Nasir DeGruy,ACU,G,29,18.3,3.7,1.4,4,35.9,0.1,0.9,14.8,0.7,0.9,76,1.7,1.4,1.3,0.1,1.6
2589,Isaiah Skinner,UPST,G,31,15.9,3.7,1.2,3.8,31.9,0.6,2.4,24.3,0.6,0.8,76.9,2.8,0.8,0.8,0.2,0.7
2590,Ademide Badmus,GWEB,F,27,18.1,3.7,1.5,2.7,54.8,0,0,100,0.7,1.2,54.5,4.1,0.9,0.5,0.1,1.1
2591,Josiah LeGree,INST,G,27,13.9,3.7,1.3,3.6,37.5,0.4,1.6,22.7,0.6,0.9,70.8,1.6,2.4,0.7,0.2,1.5
2592,C.J. O'Hara,GB,G,30,12.1,3.7,1.2,2.3,50,0.1,0.6,11.8,1.3,1.8,71.7,2,0.5,0.4,0.1,0.5
2593,Andrew Nagy,LBSU,F,24,17.3,3.7,1.4,2.5,57.6,0.4,0.8,45,0.5,0.6,73.3,2.2,0.4,0.3,0.3,0.7
2594,Carter Gilmore,WIS,F,29,17.8,3.7,1.4,2.8,49.4,0.6,1.5,39.5,0.3,0.4,69.2,2.5,1.2,0.2,0.4,0.5
2595,Matt Reed,TLSA,F,26,11.2,3.7,1.3,3.4,39.3,0.4,1.3,29.4,0.6,0.8,71.4,2.5,0.3,0.1,0.2,0.5
2596,Chace Davis,RAD,G,26,8.5,3.7,1.1,2.8,40.3,0.8,1.8,42.6,0.7,0.7,89.5,1.1,0.2,0.1,0,0.3
2597,DJ Nix,COR,F,25,13.2,3.6,1.4,3.3,42.2,0.7,2.4,29.5,0.1,0.2,60,2,0.4,0.2,0.2,0.1
2598,Grant Asman,LIP,C,25,14.5,3.6,1.3,3,44,0.4,1.5,23.7,0.6,1.1,59.3,2.2,1,0.5,0.5,1
2599,Ryan Kiachian,COR,C,25,12.3,3.6,1.6,3.6,45.6,0.1,0.5,15.4,0.3,0.6,43.8,3.3,1.9,0.3,0.5,1.5
2600,Trent Edwards,MORG,F,22,12.5,3.6,1.5,2.5,57.1,0,0,0,0.7,1.1,64,2.2,0.1,0.3,1,0.5
2601,Makai Richards,UTC,F,30,8.8,3.6,1.5,2.3,65.2,0.1,0.1,66.7,0.6,0.7,81,1.6,0.5,0.2,0.4,0.4
2602,Tyler Powell,EWU,G,27,18,3.6,1.4,3.6,37.8,0.6,1.9,32,0.3,0.5,57.1,2.1,0.9,0.7,0.1,0.6
2603,Tyler Andrews,EKU,G,24,11.2,3.6,1.1,3.4,32.9,0.7,2.4,29.8,0.7,0.9,76.2,1.8,0.5,0.4,0.1,0.4
2604,Amari McCottry,SLU,G,26,12.8,3.6,1.3,2.7,49.3,0.4,0.9,41.7,0.6,1.1,57.1,2.8,1,1,0.2,1.2
2605,Dylan Anderson,BOIS,F,23,10.3,3.6,1.5,2.8,53.8,0.2,0.6,38.5,0.3,0.5,66.7,1.8,0.8,0.2,0.1,0.7
2606,Emmanuel Tshimanga,NMSU,F,28,15.4,3.6,1.4,2.2,62.3,0,0,0,0.9,1.3,69.4,4.3,0.5,0.5,0.5,0.7
2607,Efstratios Kalliontzis,NCAT,C,28,19.2,3.6,1.3,2.3,55.4,0,0,0,1,1.5,67.4,3.1,0.5,0.5,0.5,0.6
2608,Angelo Ciaravino,NU,G,27,12,3.6,1.3,3.1,41.7,0.4,1.2,31.3,0.6,0.9,68,2,0.6,0.5,0.3,0.7
2609,Luke Bamgboye,VCU,F,29,15.9,3.6,1.6,2.7,58.4,0,0,0,0.5,0.9,56,3.1,0.4,0.6,2.1,0.8
2610,Jordan Pickett,SIUE,G,31,11.6,3.6,1.2,3,40.4,0.6,1.5,39.6,0.5,0.6,80,1.2,0.7,0.3,0,0.3
2611,Miles Heide,SDSU,F,26,15.4,3.6,1.7,2.4,69.8,0,0.2,0,0.2,0.8,22.7,3.7,0.5,0.3,0.3,0.8
2612,Varick Lewis,LBSU,G,26,11.5,3.6,1.2,3.3,36,0.7,2.3,30.5,0.5,0.7,68.4,0.6,0.3,0.6,0,0.6
2613,Boden Kapke,BUT,F,28,11.9,3.6,1.3,3.2,38.9,0.5,1.7,27.1,0.6,1,60.7,2.5,0.6,0.2,0.1,0.3
2614,Shahid Muhammad,MASS,F,28,12.2,3.6,1.3,2,64.9,0,0,0,0.9,1.3,72.2,2.1,0,0.2,1.5,0.5
2615,Aaron McBride,LMU,F,30,16.8,3.6,1.5,2.2,65.7,0,0,0,0.6,0.9,73.1,2.9,1,0.5,0.8,0.4
2616,Akil Watson,MASS,F,23,10.7,3.6,1.3,3.1,42.3,0.3,1.3,25.8,0.6,1,58.3,2,0.1,0.8,0,0.7
2617,Damarion Walkup,SEMO,G,25,12.2,3.6,1.2,3.3,35.4,0.7,2.2,30.9,0.6,0.7,77.8,1.6,0.5,0.5,0.1,0.8
2618,Khani Rooths,LOU,F,29,13.2,3.6,1.2,3.1,39.6,0.4,1.6,25.5,0.7,1.2,55.9,3,0.3,0.3,0.3,0.6
2619,Nate Brafford,GASO,F,29,15.6,3.6,1.2,2.6,46.1,0.7,1.8,40.4,0.4,0.8,52.2,2.2,0.6,0.5,0.4,0.6
2620,Lamine Niang,UTM,F,29,11.1,3.6,1.4,2.5,56.9,0,0.1,25,0.7,1.4,47.6,3.5,0.1,0.1,0.8,0.6
2621,Luke Gray,ORU,F,29,11.6,3.6,1.1,2.6,41.3,0.1,0.7,20,1.3,1.7,77.1,2.7,0.2,0.2,0.5,0.5
2622,Eric Van Der Heijden,CAM,F,31,13.9,3.5,1.4,3.4,42.3,0.4,1.3,30.8,0.3,0.5,71.4,2.8,1.8,0.5,0.5,0.7
2623,Anthony Robinson,UVA,F,24,9.2,3.5,1.2,1.7,72.5,0,0,0,1.1,1.8,61.4,2.3,0.1,0.1,0.6,0.6
2624,Max Frazier,CCSU,F,24,10.7,3.5,1.6,2.5,63.9,0,0,0,0.3,0.8,38.9,2.7,0.5,0.3,0.9,0.7
2625,Juhlawnei Stone,SFA,F,30,18.8,3.5,1.4,2.6,54.4,0,0,0,0.7,1.4,47.6,4,0.8,0.5,0.6,1
2626,Ben Roy,BU,G,27,24.2,3.5,1.3,3.1,41.7,0.2,0.9,26.1,0.7,1.4,48.7,2.1,2.4,0.9,0.1,0.5
2627,Aly Tounkara,LIN,F,27,15.1,3.5,1.5,2.5,61.2,0,0,0,0.5,1.4,34.2,4.7,0.4,0.7,0.8,0.7
2628,Ze'Rik Onyema,TEX,F,29,10.9,3.5,1.3,2.2,59.4,0,0,0,0.9,1.4,63.4,2.7,0.4,0.4,0.4,0.5
2629,Caleb Embeya,TOW,F,31,16.3,3.5,1.4,2.5,53.8,0,0,0,0.8,1.3,61,4,0.4,0.5,0.6,0.5
2630,Jalen Ware,UMES,F,24,18.8,3.5,1.3,4.2,31,0.3,1.5,18.9,0.6,1.1,55.6,4.3,0.4,0.8,0.7,1.1
2631,Dennis Asoro,UAPB,F,24,8.5,3.5,1.6,2.5,65,0,0,0,0.3,1,26.1,1.5,0.1,0.3,0.1,0.9
2632,Jayden Hastings,BC,F,29,14.2,3.5,1.6,2.7,57,0,0,0,0.4,0.9,42.3,3,0.2,0.3,1.3,0.8
2633,TJ Biel,SEMO,G,29,14,3.5,1.2,2.8,45,0.4,1.2,30.6,0.6,1,62.1,2.7,0.4,0.4,0.3,0.4
2634,Will Shortt,NIA,F,29,12.6,3.5,1.5,2.5,59.7,0.1,0.1,66.7,0.4,0.9,48.1,2.6,0.3,0.4,0.5,0.6
2635,Antoni Siewruk,UNH,G,27,9.7,3.5,1.2,2.9,41.8,0.8,2,38.2,0.3,0.4,70,0.7,0.2,0,0.2,0.3
2636,Eric Michaels,AMER,F,25,11.8,3.5,1.5,2.8,52.1,0,0,0,0.5,1.1,46.4,2.5,0.3,0.1,0.6,0.7
2637,London Fields,UL,G,30,11.9,3.5,1.3,3.6,35.2,0.6,2,30.5,0.3,0.5,71.4,1.4,0.2,0.3,0,0.3
2638,Matej Bosnjak,WICH,C,28,14.8,3.5,1.3,3.1,43,0.1,0.4,25,0.7,1,69,3.5,0.6,0.3,0.3,0.9
2639,Cam'Ron Brown,COPP,G,26,23.3,3.5,1.3,3.5,35.9,0.1,0.3,37.5,0.8,1.1,72.4,2,2.4,0.9,0.1,2.3
2640,Darlinstone Dubar,TENN,G,24,10.1,3.5,1.3,3.6,37.2,0.6,2.2,26.9,0.2,0.5,41.7,2.1,0.5,0.3,0.2,0.5
2641,Lincoln Ball,AMER,G,31,25.8,3.5,1.3,3.5,37.6,0.2,0.9,18.5,0.6,1.3,51.3,5.9,1.8,0.8,0.3,0.6
2642,Ryan Kalambay,DETM,F,31,18,3.5,1.4,2.6,52.5,0,0,0,0.7,1.4,52.3,3.7,0.7,0.7,0.8,0.9
2643,Sam Hoiberg,NEB,G,29,21.9,3.4,1.2,2.5,47.9,0.5,1.2,40,0.6,0.6,88.9,2.2,1.7,1.3,0.1,0.9
2644,Luke Davis,UNO,F,29,15,3.4,1.2,3.3,36.1,0.2,0.5,40,0.8,1.4,57.1,3.8,0.3,0.4,0.2,0.7
2645,Parker Strauss,UCR,G,23,14,3.4,1.2,2.7,43.5,0.8,2,40,0.3,0.4,77.8,2.6,0.8,0.7,0.1,0.9
2646,Ebrima Dibba,CLE,G,30,25.6,3.4,1.4,3.5,40.6,0.2,0.5,33.3,0.4,1,41.4,3.1,4.1,0.9,0,1.6
2647,Quadir Pettaway,PRES,G,30,12.1,3.4,1.1,2.7,41.5,0.7,1.6,42.6,0.5,0.6,78.9,0.9,1.3,0.2,0,0.6
2648,K.J. Hymes,NEV,F,28,12.5,3.4,1.3,2.1,62.1,0,0,0,0.9,1.8,49,2.4,0.2,0.4,0.4,0.6
2649,Grant Huffman,VAN,G,28,18,3.4,1.3,2.9,43.8,0.2,0.8,22.7,0.8,1.1,70,1.9,1.8,1.1,0.2,0.8
2650,Ethan Morton,CSU,G,28,24,3.4,1.3,2.7,48.7,0,0.5,7.7,0.8,1.3,58.3,3.2,2.4,0.9,0.4,0.8
2651,Bradey Henige,CBU,F,26,11.1,3.4,1.4,2.3,60.7,0,0,0,0.6,1,55.6,2.7,0.1,0.3,0.3,0.5
2652,Wesley Oba,MOST,F,31,15.7,3.4,1.4,2.5,57.1,0.1,0.5,20,0.5,1,48.4,2.6,0.3,0.6,0.4,0.9
2653,Richard Goods,HAMP,F,31,13.2,3.4,1.2,2.5,50,0,0.2,20,0.9,1.4,67.4,4.1,0.5,0.5,0.5,0.4
2654,Gicarri Harris,PUR,G,29,15.3,3.4,1.1,2.9,37.6,0.5,1.9,27.3,0.7,0.8,90.9,1.6,1,0.3,0.2,0.3
2655,Rolyns Aligbe,SIU,F,29,12.6,3.4,1.2,2.8,42.7,0.2,0.5,40,0.8,1.4,54.8,3.6,0.5,0.4,0.4,1.2
2656,Ishan Sharma,UVA,G,27,13.4,3.4,1,3.2,32.2,0.9,2.6,32.9,0.5,0.5,92.9,1.4,0.9,0.2,0.1,0.3
2657,Allen Strothers,ETSU,G,30,18.7,3.4,1.3,3.2,40.6,0.2,1,24.1,0.6,1,56.7,1.6,2.6,1.2,0.1,1.4
2658,Jed Miller,MTST,G,30,17.1,3.4,0.9,2.5,37.3,0.5,1.9,28.6,1,1.1,90.9,2.5,2.2,1.2,0.1,0.7
2659,Filip Radakovic,UTM,G,28,19.8,3.4,1,2.5,38,0.1,0.7,15,1.4,1.7,79.2,3.6,1,0.7,0.1,1
2660,Lamin Sabally,UIW,F,23,14.7,3.4,1.5,2.4,63.6,0,0.1,0,0.3,0.7,47.1,3,0.5,0.4,0.3,0.5
2661,Riley Fox,YALE,F,23,9.3,3.4,1.3,3,44.9,0.7,1.7,41,0,0,0,1.3,0.2,0.2,0,0.1
2662,Tyree Ihenacho,WASH,G,29,21.6,3.4,1.4,3.4,40.4,0.1,1,13.8,0.5,0.8,63.6,2.8,2,0.7,0.4,1.2
2663,Jah Quinones,MER,G,29,14.4,3.4,1.3,4.2,30.6,0.5,1.9,25,0.3,0.8,43.5,2,1.4,0.5,0.1,0.4
2664,Kevin Patton Jr.,USC,G,24,8.6,3.4,1.3,2.3,56.4,0.3,0.7,35.3,0.5,0.9,59.1,1.3,0.5,0.4,0.5,0.6
2665,Kadar Waller,CSUB,G,30,18.4,3.4,1.1,2.5,44,0.2,0.5,40,1,1.3,74.4,1.9,1.8,1.1,0,1.2
2666,Noah Taitz,UVU,G,22,10.1,3.4,1.1,2.2,51,0.7,1.6,45.7,0.4,0.4,100,1.1,0.7,0.2,0.1,0.3
2667,Rubin Jones,MICH,G,25,20.6,3.4,1.2,3.5,34.5,0.6,2.2,25.9,0.4,0.6,66.7,2.5,1.4,0.8,0.2,1
2668,Trey Hicks,LONG,F,25,8.1,3.4,1.1,1.9,58.3,0,0,0,1.1,1.3,84.8,1.8,0.2,0.1,0.3,0.2
2669,Jake Davis,ILL,F,28,10,3.4,1.3,2.9,43.2,0.8,2.2,36.1,0.1,0.1,50,1.5,0.3,0,0.1,0.3
2670,Blake Daberkow,IDST,F,28,11,3.4,1.5,3.6,40.6,0.2,1,17.2,0.3,0.5,53.8,1.6,0.5,0.3,0.5,0.4
2671,Finley Sheridan,STET,F,31,11.7,3.4,1.3,2.7,48.2,0.3,0.9,34.5,0.4,0.6,63.2,2.3,0.4,0.3,0.3,0.4
2672,Malek Gomma,SEA,F,23,14.5,3.3,1.4,2.4,58.2,0,0,0,0.6,1.1,50,3.4,0.5,0.4,0.2,0.5
2673,Erik Taylor,SHSU,G,23,11.7,3.3,1.1,2.6,43.3,0.6,1.4,43.8,0.5,0.6,84.6,0.9,0.8,0.5,0,0.8
2674,Andre Lorentsson,TOL,F,29,14.2,3.3,1.1,2.8,39.5,0.7,2,33.3,0.5,0.7,73.7,1.8,0.4,0.4,0,0.3
2675,Andrew Welage,WRST,G,29,12.9,3.3,1.1,3,37.5,0.8,2.4,33.8,0.2,0.3,77.8,1.3,0.8,0.2,0.1,0.5
2676,Di'Andre Howell-South,WAG,G,24,14.5,3.3,1.3,3.7,33.7,0.3,1,25,0.6,0.9,63.6,2.3,1.2,1,0.1,1
2677,Justin Ray,MONM,G,30,8.8,3.3,1.2,2.8,42.2,0.4,1.1,36.4,0.6,0.8,75,0.7,0.3,0.2,0.1,0.4
2678,Nate Ferguson,DRKE,F,28,10.2,3.3,1.4,2.1,66.1,0,0,0,0.5,1.1,50,1.7,0.2,0.4,0,0.7
2679,David Thomas,DEP,G,22,12.3,3.3,1.2,2.7,43.3,0.4,1.4,29,0.5,0.7,75,0.9,0.8,0.4,0.2,1.2
2680,Raymond Somerville,DSU,C,27,12.1,3.3,1.5,2.4,60.6,0,0,0,0.3,0.7,50,2.2,0.4,0.4,0.6,0.7
2681,Parker Friedrichsen,WAKE,G,28,15,3.3,1,3.2,32.2,0.7,2.7,25,0.5,0.6,83.3,1.1,0.6,0.6,0,0.4
2682,Daniel Braster,ALCN,G,21,10.8,3.3,1.3,3.2,41.8,0.2,0.9,22.2,0.4,0.7,60,2,0.6,0.3,0.2,0.9
2683,Abou Magassa,WYO,F,29,15.4,3.3,1.4,1.9,74.5,0,0.1,0,0.4,1,43.3,3.8,0.2,0.2,0.4,0.6
2684,Dani Pounds,ODU,F,26,9.2,3.3,1.1,3.8,28,0.4,1.9,20.4,0.7,1.2,59.4,2,0.3,0.4,0.2,0.4
2685,Jose Cuello,UMES,G,26,14.7,3.3,1.1,3.1,34.6,0.7,1.9,34.7,0.5,0.8,60,1.5,1.2,0.4,0,1.2
2686,Jordan Brinson,CSUN,G,23,15.1,3.3,0.8,3.1,26.8,0.3,1.3,25.8,1.3,1.7,74.4,2.5,1.6,0.7,0,0.7
2687,Michael Rogan,FAIR,G,23,13.7,3.3,1.2,3,40.6,0.7,1.6,40.5,0.2,0.3,57.1,1.7,0.7,0.3,0,0.5
2688,Kernan Bundy,IONA,G,27,15.6,3.3,1.1,2.7,39.7,0.6,1.3,42.9,0.6,0.7,83.3,2.9,1.1,0.6,0.1,0.7
2689,Wyatt Nausadis,AMER,G,31,12.9,3.3,1.1,3.5,32.7,0.5,2.1,25.8,0.5,0.7,66.7,1.1,0.9,0.6,0,0.6
2690,Thierno Sylla,SFA,F,24,9.6,3.3,1.2,3.1,37.3,0.3,1.2,25,0.6,1,65.2,2.7,0.4,0.3,0.6,1.1
2691,Mihailo Boskovic,BYU,F,24,10.5,3.3,1.1,2.7,40,0.4,1.5,24.3,0.7,0.9,81,1.6,0.4,0.3,0.1,0.6
2692,Deshaun Jackson Jr.,MERC,G,24,12.8,3.3,1.4,3.1,45.9,0.1,0.4,33.3,0.3,0.7,43.8,1.4,1.5,0.9,0.5,0.8
2693,Dillan Baker,NAU,G,29,13.2,3.2,1.1,3.2,35.5,0.6,2.1,26.7,0.4,0.5,80,1.7,0.4,0.2,0.1,0.8
2694,Braelon Green,BGSU,G,26,15.7,3.2,1.3,3.2,40.5,0.1,0.6,13.3,0.5,1,53.8,2,1.6,0.3,0.1,1
2695,Luke Hunger,NU,F,22,13.1,3.2,1.5,3.7,39.5,0.1,0.8,11.1,0.2,0.4,62.5,2.5,1.3,0,0.1,0.5
2696,Andrew Ball,MONM,G,31,11.1,3.2,1.2,3.1,38.9,0.3,1.1,29.4,0.5,0.5,100,2.9,0.3,0.1,0.5,0.5
2697,Justin Begg,GMU,G,27,10.3,3.2,1.1,2.8,39.5,0.5,1.6,32.6,0.5,0.7,68.4,0.8,1.3,0.5,0,1.2
2698,Stone Hutchings,UTU,G,27,7.3,3.2,1.3,2.7,48.6,0.3,0.8,36.4,0.3,0.6,56.3,1,0.2,0.3,0,0.2
2699,Harrison Carrington,COLO,G,27,9.6,3.2,1,1.6,59.1,0.2,0.7,33.3,1.1,1.3,80.6,1.4,0.2,0.3,0.2,0.7
2700,Josh Gray,MIZ,C,28,15.6,3.2,1.1,2,57.1,0,0.1,33.3,0.9,1.7,53.2,5.1,0.6,0.3,0.4,0.9
2701,Mambourou Mara,UND,F,28,12.5,3.2,1.3,2.4,51.5,0.4,1.2,36.4,0.3,0.5,61.5,1.7,0.4,0.2,0.5,0.3
2702,Clance Crosby,AAMU,F,28,9.1,3.2,1.3,2.1,60.3,0,0,0,0.7,1.4,51.3,2,0.3,0.3,0.4,0.8
2703,Henry Abraham,CCU,G,29,15.2,3.2,1,3.2,29.8,0.8,2.6,32.4,0.4,0.7,68.4,1.9,1.2,0.1,0,0.6
2704,Jeremiah Evans,UL,F,29,9.4,3.2,1.2,2.8,43.9,0,0.3,11.1,0.7,1.2,55.6,2.2,0.2,0.3,0.6,0.7
2705,Siem Uijtendaal,YSU,G,30,14.9,3.2,1,2.9,34.9,0.8,1.9,39.7,0.4,0.7,65,1.8,0.9,0.5,0.1,0.9
2706,Augustus Gerhart,PENN,F,25,14.7,3.2,1.2,2.1,58.5,0,0,0,0.7,1.2,60,3.6,0.8,0.2,0.4,0.7
2707,Trevion LaBeaux,ECU,F,27,21.6,3.2,1.2,2.4,49.2,0.3,0.9,36,0.5,0.9,56.5,4.2,1.1,0.7,1,0.7
2708,Jaylan Ouwinga,TOL,F,28,12.3,3.2,1.3,2.5,50,0.2,0.4,50,0.5,0.8,63.6,2.1,0.5,0.3,0.5,0.5
2709,Kyle Edison,SELA,G,28,10.8,3.2,1,2.8,36.4,0.6,1.5,41.5,0.6,0.9,64,1.6,0.6,0.6,0.1,0.6
2710,Anthony Leal,IU,G,23,19.7,3.2,0.9,1.7,55.3,0.3,0.7,41.2,1,1.7,63.2,2.5,1.8,1,0.4,0.7
2711,Jalen Jackson,WKU,G,29,20.1,3.2,1.1,3.1,35.2,0.1,0.7,15.8,0.9,1.3,65.8,1.9,2.1,1.2,0.2,0.9
2712,Louis Hutchinson,GRAM,G,24,12.8,3.2,1.2,3.5,32.9,0.5,2.4,21.1,0.3,0.4,80,1.7,0.3,0.1,0.2,0.3
2713,Collin Tanner,RICH,G,30,16.8,3.2,1.2,3.1,39.4,0.4,1.4,31,0.3,0.3,80,2.2,0.6,0.6,0.2,0.7
2714,Mor Seck,FRES,C,28,14.4,3.1,1.2,2.8,42.9,0,0,0,0.8,1.2,64.7,3.2,0.1,0.2,0.5,0.5
2715,Michael Belle,VCU,G,29,13.5,3.1,1.4,3,45.5,0.1,0.9,7.4,0.3,0.8,39.1,3,0.9,0.3,0.3,0.5
