#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
222,Otega Oweh,UK,27,28.4,15.7,5.5,11.3,.484,0.8,2.3,.339,3.9,5.1,.768,1.1,3.6,4.7,1.6,1.5,0.5,1.2,2.5
223,Josh Banks,UNCA,26,31.4,15.7,4.8,11.4,.418,2.5,6.8,.375,3.6,4.5,.788,0.7,3.0,3.7,1.6,0.6,0.4,1.8,2.2
224,Joe Bamisile,VCU,27,26.7,15.6,5.9,12.7,.468,2.0,6.3,.320,1.8,2.8,.632,1.6,3.6,5.3,2.1,1.3,0.8,2.6,1.7
225,Adou Thiero,ARK,26,28.3,15.6,5.3,9.7,.548,0.4,1.6,.262,4.6,6.7,.688,1.8,4.2,6.0,1.9,1.7,0.7,1.7,2.7
226,Chase Walker,ILLST,28,23.9,15.6,5.6,9.3,.600,0.4,0.8,.435,4.1,5.8,.710,2.5,3.4,5.9,2.0,0.5,0.3,1.8,2.5
227,Andrew Cook,EWASH,28,29.4,15.6,5.9,10.6,.552,0.3,1.4,.205,3.6,4.1,.878,0.8,2.8,3.6,1.9,1.3,0.3,1.6,1.9
228,Josh Bascoe,BUCK,29,36.3,15.6,5.6,12.8,.437,2.1,5.4,.386,2.3,3.1,.753,0.4,3.3,3.7,4.4,1.4,0.1,2.4,1.7
229,"Rickey Bradley, Jr.",VMI,29,33.5,15.6,4.7,11.1,.424,1.6,4.3,.363,4.6,5.8,.792,1.2,3.7,4.9,3.0,1.4,0.1,2.2,1.9
230,Colby Duggan,CAM,29,27.4,15.6,5.7,12.1,.471,1.7,4.9,.340,2.6,3.5,.725,1.2,2.1,3.3,1.3,0.6,0.3,1.3,2.1
231,Chucky Hepburn,LVILL,26,33.8,15.6,4.5,10.3,.439,1.8,5.4,.333,4.7,5.5,.853,0.5,2.8,3.3,6.0,2.5,0.1,3.0,2.7
232,Kameron Hobbs,MORST,26,30.2,15.6,5.5,12.3,.450,1.7,5.0,.333,2.8,3.3,.851,0.9,2.4,3.3,2.5,1.2,0.0,1.6,1.4
233,"Dedan Thomas, Jr.",UNLV,26,35.7,15.6,5.2,12.6,.413,0.9,2.6,.353,4.3,5.9,.721,0.3,1.6,2.0,4.7,0.7,0.1,1.9,1.3
234,Johnathan Lawson,UALR,29,37.1,15.6,5.2,11.6,.452,2.4,5.5,.440,2.7,3.4,.786,1.1,4.2,5.4,3.6,1.6,0.7,2.0,1.4
235,Tytan Anderson,UNI,29,30.2,15.6,5.3,9.2,.583,0.3,1.1,.273,4.6,6.4,.710,2.0,4.6,6.6,2.5,1.2,0.6,2.1,2.6
236,Jasai Miles,UNF,29,31.4,15.6,5.4,12.6,.431,2.4,7.3,.327,2.3,3.7,.630,1.6,5.2,6.8,1.9,0.7,0.5,1.8,2.9
237,Nate Calmese,WSU,29,30.1,15.6,6.4,13.3,.481,1.2,4.3,.282,1.6,2.3,.687,0.8,2.2,3.0,4.1,1.6,0.1,3.0,2.3
238,Kasparas Jakucionis,ILL,26,31.3,15.5,4.8,10.2,.466,1.7,5.0,.328,4.3,5.1,.850,1.1,4.5,5.6,4.8,1.0,0.3,3.6,2.6
239,Richie Saunders,BYU,26,28.9,15.5,5.5,10.7,.520,2.3,5.3,.438,2.2,2.8,.767,1.3,3.0,4.3,1.5,1.2,0.4,1.3,1.7
240,C.J. Huntley,APPST,28,33.4,15.5,5.8,11.4,.506,1.3,3.6,.353,2.7,3.8,.708,2.2,5.5,7.7,1.1,0.5,0.7,1.3,1.6
241,Isaiah Coleman,SETON,25,33.3,15.5,5.2,13.5,.388,1.4,4.1,.340,3.6,4.5,.805,1.6,3.8,5.4,1.6,1.6,0.1,1.9,2.0
242,Kenyon Giles,UNCG,27,29.4,15.5,5.8,12.7,.456,2.7,6.6,.404,1.3,1.6,.814,0.3,2.6,2.9,2.0,1.2,0.1,0.8,1.6
243,Sean Durugordon,ODU,29,31.1,15.5,5.2,11.6,.454,0.8,2.7,.308,4.2,5.4,.782,4.0,4.7,8.7,0.9,1.2,0.4,1.7,1.9
244,Nick Townsend,YALE,24,29.4,15.5,5.8,10.6,.543,0.9,2.0,.468,3.1,4.1,.755,2.0,5.1,7.1,3.6,0.6,0.2,1.6,1.8
245,Max Shulga,VCU,27,32.0,15.5,4.6,10.2,.451,2.1,5.0,.425,4.2,5.5,.764,1.9,3.9,5.8,3.9,1.9,0.1,1.7,1.9
246,Asa Newell,UGA,27,28.9,15.4,6.0,10.9,.553,0.7,2.5,.294,2.7,3.6,.760,3.3,3.5,6.7,1.0,1.1,1.1,1.0,2.3
247,Sonny Wilson,U of T,27,32.7,15.4,6.1,11.7,.521,0.8,1.9,.412,2.5,3.8,.660,1.7,3.1,4.8,3.3,0.8,0.1,1.7,1.4
248,Sam Lewis,U of T,27,30.7,15.4,5.5,11.8,.464,1.7,4.0,.439,2.7,3.7,.740,0.9,4.0,5.0,1.3,0.4,0.3,1.4,1.9
249,"Robert Davis, Jr.",ODU,28,35.9,15.4,4.9,14.4,.342,3.4,10.3,.329,2.2,2.6,.847,0.3,2.2,2.5,1.8,0.7,0.1,1.9,2.1
250,Earl Timberlake,BRYNT,26,36.0,15.4,5.8,12.1,.481,0.3,0.8,.364,3.5,4.9,.709,2.6,6.2,8.8,4.6,0.9,1.7,2.4,2.6
251,Jarvis Walker,IUI,29,32.1,15.3,5.1,13.1,.386,1.9,5.6,.333,3.3,4.2,.802,0.7,2.1,2.8,2.7,1.3,0.1,2.2,2.0
252,Liam McNeeley,UConn,19,31.8,15.3,4.5,11.0,.407,1.8,5.2,.343,4.6,5.3,.861,1.1,5.6,6.7,2.4,0.5,0.3,1.9,1.9
253,VonCameron Davis,KENT,26,29.3,15.3,5.6,12.7,.442,1.4,3.8,.364,2.7,3.6,.753,1.4,2.4,3.8,2.2,1.3,0.2,2.1,2.4
254,Max Brooks,UML,28,29.9,15.3,6.4,9.2,.698,0.0,0.1,.000,2.4,3.4,.708,1.8,6.1,7.9,1.4,0.8,2.7,1.6,2.5
255,John Kinziger,ILLST,28,32.6,15.3,4.8,10.6,.456,2.4,5.9,.410,3.2,3.6,.891,0.3,3.4,3.7,3.1,1.1,0.2,1.5,1.9
256,Nick Dorn,ELON,25,30.9,15.2,4.3,11.6,.374,3.0,8.4,.351,3.6,4.5,.805,1.0,2.8,3.8,0.8,0.3,0.0,1.2,1.5
257,Kaleb Banks,TULAN,26,31.0,15.2,5.2,10.1,.510,1.3,4.1,.327,3.6,4.7,.769,2.1,5.0,7.0,1.0,0.9,1.3,0.8,2.4
258,Elias Cato,UCA,24,29.8,15.2,5.2,11.5,.451,1.4,4.4,.311,3.4,4.3,.796,1.4,4.0,5.3,1.0,0.6,0.8,2.1,2.6
259,Kobe Stewart,PRSBY,29,33.1,15.2,5.9,12.2,.482,1.6,4.3,.357,1.9,2.4,.771,1.3,3.7,5.0,2.7,1.2,0.4,1.5,2.1
260,Rasheer Fleming,STJOE,27,30.7,15.1,5.6,10.0,.559,1.9,4.3,.436,2.1,3.0,.691,2.0,6.8,8.8,1.3,1.4,1.5,1.6,2.6
261,Damoni Harrison,USI,27,33.7,15.1,5.4,12.4,.433,1.9,4.7,.409,2.5,3.1,.788,1.4,4.1,5.5,1.3,0.9,0.2,2.1,1.5
262,Xavier Bell,WICHI,27,28.4,15.1,5.0,11.6,.427,1.1,2.9,.372,4.1,4.7,.882,0.6,2.4,3.1,1.2,1.0,0.4,1.9,2.6
263,Toyaz Solomon,UNCA,28,31.1,15.1,6.5,11.0,.590,0.1,0.4,.300,2.1,3.5,.608,2.4,5.0,7.4,1.8,1.0,1.6,1.1,2.7
264,Trey Robinson,NKU,29,30.8,15.1,5.5,11.6,.478,0.8,2.6,.289,3.3,5.3,.630,2.2,4.0,6.2,1.9,1.6,0.4,1.8,2.0
265,Chance McMillian,TXTCH,26,34.0,15.1,5.1,9.5,.534,2.5,5.4,.454,2.5,2.8,.878,1.2,3.1,4.3,1.7,0.7,0.2,1.0,1.5
266,Jakevion Buckley,SELU,28,30.3,15.1,5.3,10.9,.482,0.5,1.8,.265,4.1,5.6,.739,0.5,4.2,4.7,4.2,1.9,0.1,3.1,1.8
267,Taryn Todd,ARKST,29,30.5,15.1,5.5,14.0,.392,1.6,5.1,.315,2.5,3.8,.658,0.9,3.9,4.8,3.3,1.2,0.7,2.0,2.3
268,E.J. Farmer,YSU,24,28.3,15.1,5.0,12.2,.413,1.4,5.3,.262,3.6,4.4,.821,1.4,2.8,4.1,1.2,0.8,0.3,1.1,1.3
269,Wynston Tabbs,MORST,13,25.8,15.1,5.2,11.6,.450,1.1,4.2,.259,3.5,3.9,.902,0.5,2.7,3.2,2.3,1.5,0.5,1.9,1.9
270,Boogie Fland,ARK,18,34.0,15.1,5.1,13.1,.391,1.9,5.3,.365,2.9,3.4,.839,0.5,2.9,3.4,5.7,1.5,0.1,1.6,1.8
271,Wade Taylor IV,TAMU,23,30.2,15.0,4.5,12.4,.364,2.5,7.6,.331,3.5,4.0,.870,0.1,2.8,3.0,4.7,1.4,0.1,2.4,2.5
272,Great Osobor,UWASH,27,31.3,15.0,5.3,11.1,.475,0.4,1.4,.263,4.0,6.6,.616,2.8,5.9,8.7,3.4,1.9,0.5,3.3,2.9
273,Alijah Martin,FLA,25,30.1,15.0,5.3,11.8,.447,2.3,6.5,.350,2.2,3.0,.730,1.2,3.6,4.8,2.5,1.7,0.2,1.6,1.6
274,Jeff Planutis,MC,30,33.3,15.0,5.2,11.3,.459,1.8,4.7,.379,2.8,3.2,.885,0.4,2.1,2.5,1.7,1.4,0.2,1.4,1.1
275,Kezza Giffa,HP,29,28.6,15.0,4.4,9.8,.452,1.2,3.7,.330,4.9,5.7,.867,0.5,2.1,2.6,2.4,0.4,0.0,1.8,2.1
276,Darius Johnson,UCF,27,33.8,15.0,4.7,11.4,.417,2.3,5.7,.406,3.1,3.9,.810,0.8,2.4,3.2,4.1,2.3,0.2,2.8,2.7
277,L.J. Cryer,U of H,27,32.0,15.0,5.0,12.2,.412,3.0,7.1,.419,1.9,2.1,.912,0.3,1.9,2.2,2.0,0.8,0.1,1.2,1.4
278,Amarr Knox,ALAST,27,29.4,15.0,5.3,13.0,.409,1.1,3.7,.310,3.1,4.1,.759,0.6,1.4,2.0,2.4,1.6,0.0,1.3,1.7
279,Augustinas Kiudulas,VMI,26,28.8,15.0,4.8,11.1,.431,1.0,3.2,.325,4.4,5.5,.792,2.3,4.0,6.2,1.6,1.0,0.5,2.0,3.2
280,Robert Hinton,HAR,24,29.7,15.0,5.5,11.2,.487,0.7,1.7,.390,3.4,4.4,.764,1.0,3.0,4.0,1.8,1.2,0.0,1.4,1.5
281,Tanner Thomas,HEART,22,30.3,15.0,6.2,13.3,.468,1.5,3.5,.416,1.0,1.5,.719,1.5,4.7,6.3,1.4,0.5,0.5,1.4,2.0
282,Ja'Kobi Gillespie,UMD,27,30.9,14.9,5.3,11.2,.475,2.5,5.9,.425,1.7,2.1,.825,0.6,2.1,2.7,4.8,1.8,0.1,1.9,1.9
283,Kavion McClain,TEXSO,26,32.4,14.9,5.3,13.8,.385,2.3,6.0,.387,2.0,2.2,.897,0.6,2.6,3.2,4.8,1.7,0.0,3.0,1.0
284,Jayland Randall,USI,25,28.9,14.9,5.0,11.6,.433,1.6,4.3,.374,3.3,4.3,.769,1.2,1.9,3.1,1.4,1.3,0.4,1.8,2.7
285,Kory Mincy,PRSBY,29,31.2,14.9,5.0,12.4,.402,1.9,5.1,.369,3.0,3.8,.791,0.4,2.3,2.8,4.2,1.6,0.1,2.3,1.9
286,"Terrence Edwards, Jr.",LVILL,27,31.7,14.9,5.2,12.1,.429,1.6,5.1,.319,2.9,3.7,.780,1.0,2.9,3.9,2.7,0.7,0.2,2.1,1.6
287,Ryan Sabol,BUFF,27,33.6,14.9,4.7,11.3,.414,2.7,7.4,.360,2.9,3.3,.876,0.3,2.6,2.9,2.0,0.7,0.0,2.0,1.4
288,Darrion Williams,TXTCH,26,30.1,14.9,5.3,11.9,.448,1.3,3.7,.351,2.9,3.4,.843,1.5,3.6,5.2,4.0,1.3,0.4,2.2,2.2
289,Tucker DeVries,WVU,8,34.6,14.9,4.4,10.6,.412,3.3,6.9,.473,2.9,3.5,.821,0.6,4.3,4.9,2.8,1.8,1.5,1.9,2.9
290,Dominick Nelson,UVU,27,30.3,14.9,4.7,10.4,.456,0.7,2.6,.290,4.6,6.8,.683,0.9,4.7,5.5,1.7,0.8,0.7,2.0,1.3
291,John Blackwell,UWISC,27,30.6,14.9,5.2,11.3,.464,1.4,4.3,.328,3.0,3.8,.794,1.0,3.9,4.8,2.2,0.9,0.1,2.2,2.7
292,Will Thomas,MORST,26,26.4,14.8,5.5,11.7,.472,0.8,1.8,.457,3.0,3.7,.832,1.0,2.5,3.6,1.9,1.0,0.2,2.0,2.2
293,A.J. Lopez,MAINE,28,30.5,14.8,5.1,10.4,.488,1.8,4.3,.425,2.9,3.1,.909,0.1,2.3,2.4,1.3,0.9,0.1,1.6,1.7
294,Sean Pedulla,MISS,27,33.3,14.8,5.0,11.4,.434,2.4,6.1,.392,2.5,3.0,.817,0.4,3.1,3.5,3.8,2.0,0.2,1.8,2.6
295,Will Sydnor,MAN,25,30.5,14.8,5.6,12.3,.458,1.8,5.0,.357,1.7,2.8,.606,1.6,5.3,6.9,1.6,0.8,1.1,1.8,2.4
296,Mason Falslev,USU,28,32.7,14.8,5.7,11.3,.502,1.5,3.8,.406,1.9,3.4,.564,1.2,5.0,6.2,3.8,2.4,0.1,2.0,2.2
297,Corey McKeithan,LASAL,27,33.4,14.8,5.3,13.1,.403,2.1,6.1,.352,2.0,2.3,.887,0.4,2.6,3.1,2.6,0.9,0.3,1.5,2.0
298,Scotty Washington,CSUN,27,28.6,14.8,4.9,11.3,.438,1.7,4.7,.370,3.2,3.7,.869,0.6,2.6,3.1,1.4,1.0,0.3,1.7,2.1
299,A.C. Bryant,AAMU,26,23.8,14.8,4.8,9.9,.488,1.8,4.2,.422,3.3,4.8,.688,1.4,3.0,4.5,1.4,1.4,0.1,1.1,2.0
300,Cooper Schwieger,VAL,29,31.7,14.8,5.2,10.8,.478,0.8,2.7,.278,3.7,4.3,.848,2.0,5.4,7.5,0.8,0.5,1.8,1.5,2.7
301,"Barry Dunning, Jr.",USA,29,32.3,14.8,5.7,12.5,.455,1.2,3.8,.306,2.2,2.9,.771,1.8,5.1,6.9,2.2,0.7,0.3,1.7,1.1
302,Kobe Sanders,UNR,27,30.9,14.7,4.9,10.6,.465,1.3,3.4,.366,3.6,4.8,.760,0.7,2.8,3.5,4.5,1.2,0.3,2.0,2.1
303,Solo Ball,UConn,27,32.2,14.7,4.9,11.1,.445,3.0,6.9,.432,1.9,2.4,.813,0.6,2.9,3.5,1.6,0.8,0.4,1.1,2.0
304,Cameron Hildreth,WF,26,33.6,14.7,4.5,10.4,.433,1.0,2.8,.356,4.7,5.7,.826,0.4,3.4,3.8,3.0,1.6,0.3,2.1,2.6
305,V.J. Edgecombe,BAYL,25,31.9,14.7,5.0,11.4,.441,1.5,4.4,.345,3.1,3.9,.804,1.8,3.4,5.2,3.4,2.0,0.7,2.0,2.5
306,Elias Ralph,PACI,31,31.7,14.7,5.5,11.7,.471,0.9,3.4,.274,2.7,3.7,.739,2.3,4.9,7.2,1.8,0.8,1.2,2.1,3.0
307,Bobby Durkin,DAV,27,33.6,14.7,4.9,11.7,.421,3.0,8.0,.381,1.8,2.1,.845,0.7,5.4,6.1,2.1,1.2,0.1,0.9,1.4
308,Zeke Mayo,KU,27,31.0,14.7,5.2,11.7,.446,2.6,6.3,.406,1.7,2.1,.821,0.3,4.5,4.9,3.0,0.6,0.1,2.3,1.1
309,Tyrese Hunter,MEMP,26,34.8,14.7,4.8,11.5,.421,2.5,6.2,.413,2.5,3.2,.780,0.9,2.9,3.8,3.4,1.5,0.1,2.3,1.6
310,T.J. Simpkins,ELON,28,29.1,14.7,4.3,10.5,.410,0.9,3.3,.261,5.2,6.4,.815,1.2,2.6,3.9,3.0,1.6,0.4,2.3,1.7
311,Cruz Davis,HOF,28,34.9,14.7,4.9,11.5,.429,1.8,4.4,.403,3.0,4.0,.752,0.2,3.5,3.8,4.1,1.5,0.2,2.4,2.8
312,Brandon Walker,MTSTU,28,21.0,14.7,5.6,10.6,.527,0.6,1.5,.372,3.0,5.3,.561,0.8,4.0,4.8,1.6,0.6,0.2,1.5,1.9
313,Garry Clark,TAMU-CC,29,28.5,14.7,6.1,11.1,.547,0.4,1.5,.295,2.1,3.6,.577,2.3,5.4,7.7,1.2,0.6,0.4,1.7,1.8
314,Jeremiah Wilkinson,Cal,27,25.3,14.6,4.8,11.6,.412,1.7,5.5,.311,3.4,4.3,.784,0.5,1.4,1.9,1.4,0.7,0.1,1.6,1.7
315,Lance Terry,GT,24,33.9,14.6,5.2,12.0,.433,2.1,5.9,.362,2.1,2.9,.725,0.6,2.2,2.8,1.5,1.2,0.3,1.4,2.0
316,Mark Freeman,JMU,29,29.2,14.6,5.0,11.8,.426,1.8,5.4,.338,2.7,3.4,.806,0.4,2.2,2.6,3.1,0.8,0.0,2.1,1.7
317,Mehki Ellison,STET,29,28.9,14.6,5.0,11.4,.436,1.5,4.0,.371,3.2,4.1,.775,0.6,1.9,2.5,2.6,0.8,0.0,2.7,1.4
318,Dallion Johnson,FGCU,29,33.1,14.6,5.2,12.3,.419,3.0,8.1,.364,1.3,1.5,.884,0.3,2.0,2.3,1.1,0.7,0.1,1.3,1.3
319,Dominique Ford,SUU,21,27.2,14.6,5.0,12.0,.422,2.1,6.4,.328,2.4,2.7,.895,0.7,2.4,3.1,1.4,0.9,0.1,1.5,1.7
320,Nazir Williams,COR,23,27.6,14.6,5.4,11.1,.488,1.3,4.0,.330,2.4,3.0,.812,0.5,3.9,4.4,3.3,0.9,0.1,2.6,2.5
321,Wooga Poplar,VILL,28,30.8,14.6,5.1,10.9,.470,1.9,5.0,.388,2.5,2.9,.852,0.9,5.7,6.6,1.5,1.4,0.2,1.8,2.4
322,Donovan Newby,UNCW,28,32.2,14.6,4.1,10.5,.393,2.2,6.1,.365,4.1,4.7,.878,0.6,2.2,2.8,3.5,1.2,0.1,1.6,2.3
323,Tyon Grant-Foster,GCU,22,27.5,14.6,4.5,11.5,.390,0.8,3.8,.214,4.8,6.9,.691,1.2,5.0,6.2,2.1,1.9,1.6,2.7,1.9
324,Max Green,HC,29,34.1,14.6,5.1,12.2,.420,2.1,5.8,.369,2.2,3.2,.685,1.1,4.4,5.4,3.4,0.9,0.3,2.6,1.6
325,Isaac Bruns,SODAK,29,23.3,14.6,5.1,10.9,.465,1.4,4.3,.317,3.1,3.6,.856,1.0,3.2,4.2,0.6,0.9,0.0,1.3,2.1
326,Jalen Sullinger,KENT,27,29.0,14.6,4.9,11.5,.423,2.1,6.0,.352,2.7,3.1,.871,0.1,1.6,1.7,2.0,1.1,0.1,1.9,1.6
327,Miles Barnstable,STTOM,29,26.9,14.6,4.4,10.1,.435,1.9,5.7,.331,3.9,4.6,.856,0.6,2.5,3.1,1.0,1.1,0.4,1.2,1.9
328,Bubu Benjamin,TARST,28,35.8,14.5,4.9,11.0,.442,1.6,4.3,.378,3.2,4.1,.783,1.3,3.4,4.7,1.8,1.6,0.5,2.8,2.6
329,A.J. Marmolejos,LAMAR,28,30.4,14.5,4.5,11.1,.410,2.4,6.5,.376,3.0,4.1,.739,0.5,2.5,3.0,2.2,1.2,0.0,1.8,1.4
330,Themus Fulks,UWM,29,34.3,14.5,5.1,10.9,.470,0.5,1.7,.286,3.8,4.8,.799,0.7,2.4,3.1,5.8,1.3,0.0,3.5,1.8
331,Thomas Sorber,GTOWN,24,31.4,14.5,5.5,10.4,.532,0.3,1.5,.162,3.2,4.4,.724,2.7,5.8,8.5,2.4,1.5,2.0,2.3,2.2
332,A.J. Clayton,OHIO,24,27.9,14.5,4.9,10.6,.461,2.4,6.4,.370,2.4,2.9,.826,1.2,4.4,5.5,1.0,0.6,1.6,1.3,1.9
333,D'Maurian Williams,HP,28,27.9,14.5,4.8,10.1,.472,1.5,3.6,.402,3.5,4.1,.836,0.9,2.8,3.6,2.4,0.8,0.1,1.4,2.0
334,Jalin Anderson,UIW,28,31.4,14.5,5.3,13.3,.398,1.6,4.1,.379,2.4,3.1,.750,0.6,2.5,3.2,4.9,1.3,0.4,2.7,1.9
335,Marcus Randolph,STPC,24,35.3,14.5,4.0,11.9,.340,2.2,6.8,.325,4.2,5.2,.815,1.1,2.2,3.3,1.9,0.9,0.1,2.2,3.0
336,Kjay Bradley,SAND,20,27.5,14.5,5.5,12.5,.442,1.4,4.6,.297,2.2,3.1,.694,0.3,2.4,2.7,3.5,1.7,0.2,3.4,2.5
337,Marcus Williams,SANFR,29,30.3,14.5,5.2,11.1,.470,2.1,5.2,.395,2.0,2.7,.753,0.6,3.2,3.8,4.2,1.5,0.4,2.5,2.5
338,Javontae Campbell,BGSU,27,29.7,14.5,4.8,9.7,.498,0.4,1.5,.250,4.5,5.9,.766,0.8,3.3,4.1,2.7,2.9,0.3,2.6,2.9
339,Jordan Jones,CCSU,27,29.1,14.5,5.4,11.6,.471,1.4,4.0,.364,2.1,2.7,.795,0.3,3.1,3.4,3.6,1.6,0.0,1.9,1.6
340,Anthony Selden,GWU,27,30.5,14.5,5.2,11.1,.465,0.8,2.6,.300,3.3,5.1,.647,1.2,2.7,3.9,2.0,0.5,0.9,2.4,2.2
341,Jayden Brewer,FIU,25,26.6,14.5,5.2,10.8,.483,0.4,2.1,.192,3.6,5.2,.698,1.1,3.9,5.0,1.8,1.1,0.4,1.6,1.1
342,Trey Fort,SAMF,29,24.2,14.4,5.1,11.3,.454,2.5,6.3,.393,1.7,2.4,.690,1.3,2.4,3.7,1.3,0.8,0.3,1.1,1.6
343,"Melvin Council, Jr.",STBN,28,36.7,14.4,5.8,13.0,.448,1.2,3.8,.318,1.6,1.9,.830,0.9,4.3,5.3,4.1,2.0,0.4,1.9,1.5
344,Malique Ewin,FLAST,27,26.1,14.4,5.9,9.9,.593,0.0,0.0,.000,2.6,4.0,.657,3.3,4.7,8.0,1.7,0.9,0.9,2.0,2.9
345,Jakobi Heady,CMU,27,35.4,14.4,5.1,11.7,.432,0.8,3.5,.221,3.5,4.4,.790,2.1,4.3,6.4,1.6,1.0,0.4,1.6,1.6
346,Matthew-Alexander Moncrieffe,SEA,23,28.4,14.4,4.8,8.4,.575,0.0,0.3,.000,4.7,7.1,.669,3.0,6.8,9.7,1.1,1.1,0.5,2.9,2.7
347,Zhuric Phelps,TAMU,26,28.1,14.4,5.2,13.6,.379,1.1,4.0,.269,3.0,4.3,.703,1.2,4.1,5.3,2.4,1.9,0.2,3.2,1.8
348,Otis Frazier III,UTEP,27,29.9,14.4,4.8,10.2,.469,1.5,4.4,.333,3.3,4.5,.738,2.0,3.3,5.3,2.6,2.4,0.7,2.3,1.9
349,Noa Gonsalves,UTECH,27,34.8,14.4,4.9,10.8,.452,2.4,6.4,.368,2.2,2.5,.896,0.5,2.3,2.8,1.5,1.1,0.2,1.4,2.0
350,Kam Woods,RMU,25,35.4,14.4,5.1,14.0,.366,1.4,4.8,.289,2.7,4.4,.613,1.2,3.2,4.4,5.2,1.8,0.1,3.1,2.0
351,David Green,URI,23,27.5,14.3,5.1,10.6,.480,2.0,4.6,.438,2.2,2.7,.820,1.1,4.4,5.6,1.1,0.4,0.8,1.5,2.4
352,Jalen Leach,NWU,23,31.5,14.3,4.7,10.4,.448,1.7,4.3,.394,3.3,3.9,.865,0.6,1.5,2.1,3.4,1.0,0.1,1.7,2.7
353,Daylen Berry,CHASO,30,36.3,14.3,4.2,10.7,.397,1.8,6.0,.302,4.1,5.3,.772,0.9,4.6,5.5,2.9,1.7,0.4,3.3,2.2
354,Jordan Riley,ECAR,28,33.6,14.3,5.1,10.4,.491,0.5,2.3,.219,3.6,4.9,.732,2.1,3.6,5.7,2.0,2.0,0.6,1.6,2.1
355,Mason Williams,EWASH,23,27.2,14.3,4.8,11.2,.426,1.4,4.3,.330,3.3,3.9,.844,0.3,3.0,3.2,2.4,1.3,0.3,2.5,2.0
356,Alvaro Folgueiras Campos,RMU,30,29.3,14.3,5.1,9.0,.561,1.2,2.8,.424,2.9,3.8,.772,2.3,7.1,9.5,3.0,1.6,1.0,2.1,2.4
357,A.J. Dancler,MOYNE,27,31.2,14.3,4.7,10.6,.446,2.2,5.3,.410,2.6,3.4,.769,0.4,3.2,3.6,3.4,1.0,0.2,2.7,2.1
358,Dylan Hayman,UIW,28,33.5,14.3,5.6,10.7,.520,1.3,3.0,.440,1.8,2.2,.806,1.8,3.3,5.1,1.5,0.8,0.2,1.3,2.3
359,Corey Tripp,WOFF,28,28.3,14.3,5.1,11.8,.438,1.8,5.1,.357,2.1,2.6,.822,0.8,3.0,3.8,3.1,1.0,0.3,2.1,1.7
360,Billy Smith,BELL,28,30.0,14.3,5.2,11.3,.457,2.6,6.5,.393,1.3,1.4,.949,0.2,2.5,2.8,2.5,1.3,0.2,1.8,1.6
361,Alex Karaban,UConn,25,36.0,14.2,4.8,11.2,.432,2.1,6.1,.340,2.5,3.0,.816,1.7,3.4,5.1,3.0,0.6,1.7,1.4,2.0
362,Josh Dix,IOWA,26,31.8,14.2,5.4,10.4,.520,2.1,4.9,.433,1.3,1.6,.786,0.3,2.7,3.0,2.8,1.0,0.5,0.9,1.0
363,Jeff Woodward,COLGT,22,26.6,14.2,5.8,9.0,.645,0.0,0.0,.000,2.7,4.0,.663,2.5,4.7,7.2,2.6,0.7,1.0,2.2,2.7
364,Reyne Smith,LVILL,27,31.5,14.2,4.4,10.9,.401,3.8,9.7,.395,1.7,1.8,.938,0.5,2.5,3.0,0.9,0.7,0.1,0.7,1.7
365,Tymu Chenery,BNGH,29,35.8,14.2,5.3,11.3,.466,1.7,4.4,.388,1.9,2.9,.659,1.0,4.3,5.3,3.3,0.7,1.1,2.9,2.5
366,Christian Henry,EMICH,27,35.3,14.2,4.6,11.1,.415,1.8,4.9,.361,3.2,4.8,.674,0.1,3.0,3.1,3.5,1.2,0.1,2.0,2.1
367,Honor Huff,CHATT,29,35.0,14.2,4.2,10.0,.416,3.1,7.7,.408,2.7,3.1,.867,0.3,1.7,1.9,2.4,1.0,0.1,1.2,1.4
368,Ethan Taylor,AF,27,36.9,14.1,4.6,11.8,.390,3.1,7.9,.388,1.9,2.3,.810,0.7,5.0,5.7,3.7,1.7,0.4,2.2,2.4
369,Allen Mukeba,OAKL,28,30.5,14.1,5.9,10.4,.564,0.0,0.0,.000,2.4,3.9,.618,2.9,4.5,7.4,2.2,0.9,1.3,2.2,3.0
370,"Teddy Washington, Jr.",SEMO,28,32.4,14.1,5.1,13.1,.388,1.8,6.3,.291,2.2,2.8,.782,0.6,4.8,5.4,2.4,1.8,0.5,1.7,2.3
371,All Wright,VAL,29,28.3,14.1,4.8,12.2,.394,1.6,4.6,.346,3.0,3.6,.835,0.5,1.8,2.2,2.4,0.7,0.2,1.2,2.2
372,Augustas Marciulionis,STMRY,29,34.6,14.1,5.0,11.2,.448,1.5,4.3,.355,2.6,3.2,.798,0.4,2.4,2.8,6.2,1.4,0.1,2.1,2.0
373,Leo Colimerio,QUC,29,29.1,14.1,5.0,9.4,.533,1.0,2.5,.397,3.1,4.2,.732,1.1,4.2,5.3,3.1,0.8,0.2,1.6,2.5
374,Duke Deen,BRDLY,29,31.6,14.1,4.6,11.4,.406,3.1,7.8,.403,1.7,2.0,.862,0.4,3.1,3.4,3.9,0.9,0.1,1.8,1.7
375,Myles Corey,USA,29,31.1,14.1,5.0,11.3,.438,1.3,4.6,.293,2.8,4.4,.641,0.5,2.0,2.5,4.2,1.5,0.2,2.4,1.4
